年,州,国籍・地域,罪種00,罪種01,罪種02,検挙人員
2024,アジア州の国,韓国・朝鮮,凶悪犯,殺人,,2
2024,アジア州の国,中国,凶悪犯,殺人,,14
2024,アジア州の国,イラン,凶悪犯,殺人,,3
2024,アジア州の国,インド,凶悪犯,殺人,,0
2024,アジア州の国,インドネシア,凶悪犯,殺人,,0
2024,アジア州の国,スリランカ,凶悪犯,殺人,,1
2024,アジア州の国,タイ,凶悪犯,殺人,,0
2024,アジア州の国,パキスタン,凶悪犯,殺人,,0
2024,アジア州の国,バングラデシュ,凶悪犯,殺人,,1
2024,アジア州の国,フィリピン,凶悪犯,殺人,,7
2024,アジア州の国,ベトナム,凶悪犯,殺人,,34
2024,アジア州の国,マレーシア,凶悪犯,殺人,,0
2024,アジア州の国,その他,凶悪犯,殺人,,3
2024,ヨーロッパ州の国,イギリス,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,イタリア,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,ロシア,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,ドイツ,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,フランス,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,その他,凶悪犯,殺人,,1
2024,南北アメリカ州の国,アメリカ,凶悪犯,殺人,,0
2024,南北アメリカ州の国,カナダ,凶悪犯,殺人,,0
2024,南北アメリカ州の国,ブラジル,凶悪犯,殺人,,1
2024,南北アメリカ州の国,その他,凶悪犯,殺人,,1
2024,アフリカ州の国,,凶悪犯,殺人,,1
2024,オセアニア州の国,,凶悪犯,殺人,,0
2024,無国籍,,凶悪犯,殺人,,0
2024,国籍不明,,凶悪犯,殺人,,0
2024,アジア州の国,韓国・朝鮮,凶悪犯,強盗,,5
2024,アジア州の国,中国,凶悪犯,強盗,,31
2024,アジア州の国,イラン,凶悪犯,強盗,,1
2024,アジア州の国,インド,凶悪犯,強盗,,0
2024,アジア州の国,インドネシア,凶悪犯,強盗,,6
2024,アジア州の国,スリランカ,凶悪犯,強盗,,2
2024,アジア州の国,タイ,凶悪犯,強盗,,1
2024,アジア州の国,パキスタン,凶悪犯,強盗,,3
2024,アジア州の国,バングラデシュ,凶悪犯,強盗,,0
2024,アジア州の国,フィリピン,凶悪犯,強盗,,3
2024,アジア州の国,ベトナム,凶悪犯,強盗,,21
2024,アジア州の国,マレーシア,凶悪犯,強盗,,0
2024,アジア州の国,その他,凶悪犯,強盗,,5
2024,ヨーロッパ州の国,イギリス,凶悪犯,強盗,,0
2024,ヨーロッパ州の国,イタリア,凶悪犯,強盗,,0
2024,ヨーロッパ州の国,ロシア,凶悪犯,強盗,,2
2024,ヨーロッパ州の国,ドイツ,凶悪犯,強盗,,0
2024,ヨーロッパ州の国,フランス,凶悪犯,強盗,,1
2024,ヨーロッパ州の国,その他,凶悪犯,強盗,,5
2024,南北アメリカ州の国,アメリカ,凶悪犯,強盗,,4
2024,南北アメリカ州の国,カナダ,凶悪犯,強盗,,0
2024,南北アメリカ州の国,ブラジル,凶悪犯,強盗,,9
2024,南北アメリカ州の国,その他,凶悪犯,強盗,,6
2024,アフリカ州の国,,凶悪犯,強盗,,4
2024,オセアニア州の国,,凶悪犯,強盗,,5
2024,無国籍,,凶悪犯,強盗,,0
2024,国籍不明,,凶悪犯,強盗,,0
2024,アジア州の国,韓国・朝鮮,凶悪犯,放火,,1
2024,アジア州の国,中国,凶悪犯,放火,,2
2024,アジア州の国,イラン,凶悪犯,放火,,0
2024,アジア州の国,インド,凶悪犯,放火,,0
2024,アジア州の国,インドネシア,凶悪犯,放火,,0
2024,アジア州の国,スリランカ,凶悪犯,放火,,0
2024,アジア州の国,タイ,凶悪犯,放火,,0
2024,アジア州の国,パキスタン,凶悪犯,放火,,0
2024,アジア州の国,バングラデシュ,凶悪犯,放火,,1
2024,アジア州の国,フィリピン,凶悪犯,放火,,3
2024,アジア州の国,ベトナム,凶悪犯,放火,,0
2024,アジア州の国,マレーシア,凶悪犯,放火,,0
2024,アジア州の国,その他,凶悪犯,放火,,1
2024,ヨーロッパ州の国,イギリス,凶悪犯,放火,,0
2024,ヨーロッパ州の国,イタリア,凶悪犯,放火,,0
2024,ヨーロッパ州の国,ロシア,凶悪犯,放火,,0
2024,ヨーロッパ州の国,ドイツ,凶悪犯,放火,,0
2024,ヨーロッパ州の国,フランス,凶悪犯,放火,,0
2024,ヨーロッパ州の国,その他,凶悪犯,放火,,0
2024,南北アメリカ州の国,アメリカ,凶悪犯,放火,,1
2024,南北アメリカ州の国,カナダ,凶悪犯,放火,,1
2024,南北アメリカ州の国,ブラジル,凶悪犯,放火,,1
2024,南北アメリカ州の国,その他,凶悪犯,放火,,1
2024,アフリカ州の国,,凶悪犯,放火,,0
2024,オセアニア州の国,,凶悪犯,放火,,0
2024,無国籍,,凶悪犯,放火,,0
2024,国籍不明,,凶悪犯,放火,,0
2024,アジア州の国,韓国・朝鮮,凶悪犯,不同意性交等,,5
2024,アジア州の国,中国,凶悪犯,不同意性交等,,13
2024,アジア州の国,イラン,凶悪犯,不同意性交等,,1
2024,アジア州の国,インド,凶悪犯,不同意性交等,,2
2024,アジア州の国,インドネシア,凶悪犯,不同意性交等,,2
2024,アジア州の国,スリランカ,凶悪犯,不同意性交等,,8
2024,アジア州の国,タイ,凶悪犯,不同意性交等,,1
2024,アジア州の国,パキスタン,凶悪犯,不同意性交等,,5
2024,アジア州の国,バングラデシュ,凶悪犯,不同意性交等,,5
2024,アジア州の国,フィリピン,凶悪犯,不同意性交等,,7
2024,アジア州の国,ベトナム,凶悪犯,不同意性交等,,6
2024,アジア州の国,マレーシア,凶悪犯,不同意性交等,,0
2024,アジア州の国,その他,凶悪犯,不同意性交等,,23
2024,ヨーロッパ州の国,イギリス,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,イタリア,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,ロシア,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,ドイツ,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,フランス,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,その他,凶悪犯,不同意性交等,,1
2024,南北アメリカ州の国,アメリカ,凶悪犯,不同意性交等,,2
2024,南北アメリカ州の国,カナダ,凶悪犯,不同意性交等,,1
2024,南北アメリカ州の国,ブラジル,凶悪犯,不同意性交等,,8
2024,南北アメリカ州の国,その他,凶悪犯,不同意性交等,,4
2024,アフリカ州の国,,凶悪犯,不同意性交等,,11
2024,オセアニア州の国,,凶悪犯,不同意性交等,,2
2024,無国籍,,凶悪犯,不同意性交等,,0
2024,国籍不明,,凶悪犯,不同意性交等,,0
2024,アジア州の国,韓国・朝鮮,粗暴犯,暴行,,30
2024,アジア州の国,中国,粗暴犯,暴行,,159
2024,アジア州の国,イラン,粗暴犯,暴行,,7
2024,アジア州の国,インド,粗暴犯,暴行,,6
2024,アジア州の国,インドネシア,粗暴犯,暴行,,4
2024,アジア州の国,スリランカ,粗暴犯,暴行,,25
2024,アジア州の国,タイ,粗暴犯,暴行,,8
2024,アジア州の国,パキスタン,粗暴犯,暴行,,13
2024,アジア州の国,バングラデシュ,粗暴犯,暴行,,5
2024,アジア州の国,フィリピン,粗暴犯,暴行,,58
2024,アジア州の国,ベトナム,粗暴犯,暴行,,84
2024,アジア州の国,マレーシア,粗暴犯,暴行,,2
2024,アジア州の国,その他,粗暴犯,暴行,,103
2024,ヨーロッパ州の国,イギリス,粗暴犯,暴行,,7
2024,ヨーロッパ州の国,イタリア,粗暴犯,暴行,,0
2024,ヨーロッパ州の国,ロシア,粗暴犯,暴行,,2
2024,ヨーロッパ州の国,ドイツ,粗暴犯,暴行,,0
2024,ヨーロッパ州の国,フランス,粗暴犯,暴行,,3
2024,ヨーロッパ州の国,その他,粗暴犯,暴行,,16
2024,南北アメリカ州の国,アメリカ,粗暴犯,暴行,,24
2024,南北アメリカ州の国,カナダ,粗暴犯,暴行,,2
2024,南北アメリカ州の国,ブラジル,粗暴犯,暴行,,55
2024,南北アメリカ州の国,その他,粗暴犯,暴行,,26
2024,アフリカ州の国,,粗暴犯,暴行,,13
2024,オセアニア州の国,,粗暴犯,暴行,,6
2024,無国籍,,粗暴犯,暴行,,0
2024,国籍不明,,粗暴犯,暴行,,0
2024,アジア州の国,韓国・朝鮮,粗暴犯,傷害,,31
2024,アジア州の国,中国,粗暴犯,傷害,,147
2024,アジア州の国,イラン,粗暴犯,傷害,,3
2024,アジア州の国,インド,粗暴犯,傷害,,4
2024,アジア州の国,インドネシア,粗暴犯,傷害,,5
2024,アジア州の国,スリランカ,粗暴犯,傷害,,22
2024,アジア州の国,タイ,粗暴犯,傷害,,10
2024,アジア州の国,パキスタン,粗暴犯,傷害,,17
2024,アジア州の国,バングラデシュ,粗暴犯,傷害,,5
2024,アジア州の国,フィリピン,粗暴犯,傷害,,62
2024,アジア州の国,ベトナム,粗暴犯,傷害,,109
2024,アジア州の国,マレーシア,粗暴犯,傷害,,1
2024,アジア州の国,その他,粗暴犯,傷害,,96
2024,ヨーロッパ州の国,イギリス,粗暴犯,傷害,,4
2024,ヨーロッパ州の国,イタリア,粗暴犯,傷害,,0
2024,ヨーロッパ州の国,ロシア,粗暴犯,傷害,,6
2024,ヨーロッパ州の国,ドイツ,粗暴犯,傷害,,2
2024,ヨーロッパ州の国,フランス,粗暴犯,傷害,,7
2024,ヨーロッパ州の国,その他,粗暴犯,傷害,,16
2024,南北アメリカ州の国,アメリカ,粗暴犯,傷害,,31
2024,南北アメリカ州の国,カナダ,粗暴犯,傷害,,4
2024,南北アメリカ州の国,ブラジル,粗暴犯,傷害,,59
2024,南北アメリカ州の国,その他,粗暴犯,傷害,,32
2024,アフリカ州の国,,粗暴犯,傷害,,12
2024,オセアニア州の国,,粗暴犯,傷害,,8
2024,無国籍,,粗暴犯,傷害,,0
2024,国籍不明,,粗暴犯,傷害,,0
2024,アジア州の国,韓国・朝鮮,粗暴犯,脅迫,,4
2024,アジア州の国,中国,粗暴犯,脅迫,,23
2024,アジア州の国,イラン,粗暴犯,脅迫,,0
2024,アジア州の国,インド,粗暴犯,脅迫,,1
2024,アジア州の国,インドネシア,粗暴犯,脅迫,,0
2024,アジア州の国,スリランカ,粗暴犯,脅迫,,4
2024,アジア州の国,タイ,粗暴犯,脅迫,,1
2024,アジア州の国,パキスタン,粗暴犯,脅迫,,2
2024,アジア州の国,バングラデシュ,粗暴犯,脅迫,,2
2024,アジア州の国,フィリピン,粗暴犯,脅迫,,7
2024,アジア州の国,ベトナム,粗暴犯,脅迫,,12
2024,アジア州の国,マレーシア,粗暴犯,脅迫,,0
2024,アジア州の国,その他,粗暴犯,脅迫,,14
2024,ヨーロッパ州の国,イギリス,粗暴犯,脅迫,,0
2024,ヨーロッパ州の国,イタリア,粗暴犯,脅迫,,0
2024,ヨーロッパ州の国,ロシア,粗暴犯,脅迫,,0
2024,ヨーロッパ州の国,ドイツ,粗暴犯,脅迫,,0
2024,ヨーロッパ州の国,フランス,粗暴犯,脅迫,,0
2024,ヨーロッパ州の国,その他,粗暴犯,脅迫,,2
2024,南北アメリカ州の国,アメリカ,粗暴犯,脅迫,,1
2024,南北アメリカ州の国,カナダ,粗暴犯,脅迫,,0
2024,南北アメリカ州の国,ブラジル,粗暴犯,脅迫,,8
2024,南北アメリカ州の国,その他,粗暴犯,脅迫,,1
2024,アフリカ州の国,,粗暴犯,脅迫,,1
2024,オセアニア州の国,,粗暴犯,脅迫,,1
2024,無国籍,,粗暴犯,脅迫,,0
