年,罪種00,罪種01,罪種02,年齢層,検挙人員
2013,凶悪犯,殺人,殺人,14歳,2
2013,凶悪犯,殺人,嬰児殺,14歳,0
2013,凶悪犯,殺人,殺人予備,14歳,0
2013,凶悪犯,殺人,自殺関与,14歳,0
2013,凶悪犯,強盗,強盗殺人,14歳,0
2013,凶悪犯,強盗,強盗傷人,14歳,26
2013,凶悪犯,強盗,強盗強姦,14歳,0
2013,凶悪犯,強盗,強盗・準強盗,14歳,13
2013,凶悪犯,放火,,14歳,14
2013,凶悪犯,強姦,,14歳,12
2013,粗暴犯,凶器準備集合,,14歳,4
2013,粗暴犯,暴行,,14歳,365
2013,粗暴犯,傷害,傷害致死,14歳,1
2013,粗暴犯,脅迫,,14歳,27
2013,粗暴犯,恐喝,,14歳,174
2013,窃盗犯,侵入盗,,14歳,308
2013,窃盗犯,乗り物盗,,14歳,2503
2013,窃盗犯,非侵入盗,,14歳,4924
2013,知能犯,詐欺,,14歳,64
2013,知能犯,横領,横領,14歳,1
2013,知能犯,横領,業務上横領,14歳,0
2013,知能犯,偽造,通貨偽造,14歳,2
2013,知能犯,偽造,文書偽造,14歳,8
2013,知能犯,偽造,支払用カード偽造,14歳,0
2013,知能犯,偽造,有価証券偽造,14歳,0
2013,知能犯,偽造,印章偽造,14歳,0
2013,知能犯,汚職,賄賂,14歳,0
2013,知能犯,あっせん利得処罰法,,14歳,0
2013,知能犯,背任,,14歳,0
2013,風俗犯,賭博,普通賭博,14歳,0
2013,風俗犯,賭博,常習賭博,14歳,0
2013,風俗犯,賭博,賭博開張等,14歳,0
2013,風俗犯,わいせつ,強制わいせつ,14歳,85
2013,風俗犯,わいせつ,公然わいせつ,14歳,15
2013,その他の刑法犯,占有離脱物横領,,14歳,1542
2013,その他の刑法犯,公務執行妨害,,14歳,14
2013,その他の刑法犯,住居侵入,,14歳,507
2013,その他の刑法犯,逮捕監禁,,14歳,1
2013,その他の刑法犯,略取誘拐・人身売買,,14歳,1
2013,その他の刑法犯,盗品等,,14歳,211
2013,その他の刑法犯,器物損壊等,,14歳,387
2013,粗暴犯,傷害,その他,14歳,1174
2013,知能犯,汚職,その他,14歳,0
2013,風俗犯,わいせつ,その他,14歳,5
2013,その他の刑法犯,その他,,14歳,96
2013,凶悪犯,殺人,殺人,15歳,4
2013,凶悪犯,殺人,嬰児殺,15歳,0
2013,凶悪犯,殺人,殺人予備,15歳,0
2013,凶悪犯,殺人,自殺関与,15歳,0
2013,凶悪犯,強盗,強盗殺人,15歳,0
2013,凶悪犯,強盗,強盗傷人,15歳,57
2013,凶悪犯,強盗,強盗強姦,15歳,0
2013,凶悪犯,強盗,強盗・準強盗,15歳,26
2013,凶悪犯,放火,,15歳,14
2013,凶悪犯,強姦,,15歳,13
2013,粗暴犯,凶器準備集合,,15歳,9
2013,粗暴犯,暴行,,15歳,334
2013,粗暴犯,傷害,傷害致死,15歳,1
2013,粗暴犯,脅迫,,15歳,27
2013,粗暴犯,恐喝,,15歳,166
2013,窃盗犯,侵入盗,,15歳,259
2013,窃盗犯,乗り物盗,,15歳,2735
2013,窃盗犯,非侵入盗,,15歳,5013
2013,知能犯,詐欺,,15歳,54
2013,知能犯,横領,横領,15歳,6
2013,知能犯,横領,業務上横領,15歳,0
2013,知能犯,偽造,通貨偽造,15歳,0
2013,知能犯,偽造,文書偽造,15歳,3
2013,知能犯,偽造,支払用カード偽造,15歳,0
2013,知能犯,偽造,有価証券偽造,15歳,4
2013,知能犯,偽造,印章偽造,15歳,1
2013,知能犯,汚職,賄賂,15歳,0
2013,知能犯,あっせん利得処罰法,,15歳,0
2013,知能犯,背任,,15歳,0
2013,風俗犯,賭博,普通賭博,15歳,0
2013,風俗犯,賭博,常習賭博,15歳,0
2013,風俗犯,賭博,賭博開張等,15歳,0
2013,風俗犯,わいせつ,強制わいせつ,15歳,55
2013,風俗犯,わいせつ,公然わいせつ,15歳,18
2013,その他の刑法犯,占有離脱物横領,,15歳,1748
2013,その他の刑法犯,公務執行妨害,,15歳,29
2013,その他の刑法犯,住居侵入,,15歳,531
2013,その他の刑法犯,逮捕監禁,,15歳,2
2013,その他の刑法犯,略取誘拐・人身売買,,15歳,0
2013,その他の刑法犯,盗品等,,15歳,225
2013,その他の刑法犯,器物損壊等,,15歳,298
2013,粗暴犯,傷害,その他,15歳,976
2013,知能犯,汚職,その他,15歳,0
2013,風俗犯,わいせつ,その他,15歳,6
2013,その他の刑法犯,その他,,15歳,128
2013,凶悪犯,殺人,殺人,16歳,14
2013,凶悪犯,殺人,嬰児殺,16歳,0
2013,凶悪犯,殺人,殺人予備,16歳,1
2013,凶悪犯,殺人,自殺関与,16歳,0
2013,凶悪犯,強盗,強盗殺人,16歳,6
2013,凶悪犯,強盗,強盗傷人,16歳,84
2013,凶悪犯,強盗,強盗強姦,16歳,0
2013,凶悪犯,強盗,強盗・準強盗,16歳,28
2013,凶悪犯,放火,,16歳,14
2013,凶悪犯,強姦,,16歳,19
2013,粗暴犯,凶器準備集合,,16歳,16
2013,粗暴犯,暴行,,16歳,226
2013,粗暴犯,傷害,傷害致死,16歳,2
2013,粗暴犯,脅迫,,16歳,25
2013,粗暴犯,恐喝,,16歳,167
2013,窃盗犯,侵入盗,,16歳,275
2013,窃盗犯,乗り物盗,,16歳,2380
2013,窃盗犯,非侵入盗,,16歳,4935
2013,知能犯,詐欺,,16歳,142
2013,知能犯,横領,横領,16歳,1
2013,知能犯,横領,業務上横領,16歳,0
2013,知能犯,偽造,通貨偽造,16歳,2
2013,知能犯,偽造,文書偽造,16歳,14
2013,知能犯,偽造,支払用カード偽造,16歳,0
2013,知能犯,偽造,有価証券偽造,16歳,2
2013,知能犯,偽造,印章偽造,16歳,1
2013,知能犯,汚職,賄賂,16歳,0
2013,知能犯,あっせん利得処罰法,,16歳,0
2013,知能犯,背任,,16歳,0
2013,風俗犯,賭博,普通賭博,16歳,0
2013,風俗犯,賭博,常習賭博,16歳,1
2013,風俗犯,賭博,賭博開張等,16歳,0
2013,風俗犯,わいせつ,強制わいせつ,16歳,40
2013,風俗犯,わいせつ,公然わいせつ,16歳,21
2013,その他の刑法犯,占有離脱物横領,,16歳,1788
2013,その他の刑法犯,公務執行妨害,,16歳,70
2013,その他の刑法犯,住居侵入,,16歳,426
2013,その他の刑法犯,逮捕監禁,,16歳,5
2013,その他の刑法犯,略取誘拐・人身売買,,16歳,2
2013,その他の刑法犯,盗品等,,16歳,213
2013,その他の刑法犯,器物損壊等,,16歳,217
2013,粗暴犯,傷害,その他,16歳,794
2013,知能犯,汚職,その他,16歳,0
2013,風俗犯,わいせつ,その他,16歳,11
2013,その他の刑法犯,その他,,16歳,58
2013,凶悪犯,殺人,殺人,17歳,10
2013,凶悪犯,殺人,嬰児殺,17歳,0
2013,凶悪犯,殺人,殺人予備,17歳,1
2013,凶悪犯,殺人,自殺関与,17歳,0
2013,凶悪犯,強盗,強盗殺人,17歳,1
2013,凶悪犯,強盗,強盗傷人,17歳,72
2013,凶悪犯,強盗,強盗強姦,17歳,0
2013,凶悪犯,強盗,強盗・準強盗,17歳,42
2013,凶悪犯,放火,,17歳,3
2013,凶悪犯,強姦,,17歳,25
2013,粗暴犯,凶器準備集合,,17歳,12
2013,粗暴犯,暴行,,17歳,185
2013,粗暴犯,傷害,傷害致死,17歳,1
2013,粗暴犯,脅迫,,17歳,31
2013,粗暴犯,恐喝,,17歳,159
2013,窃盗犯,侵入盗,,17歳,226
2013,窃盗犯,乗り物盗,,17歳,1440
2013,窃盗犯,非侵入盗,,17歳,2831
2013,知能犯,詐欺,,17歳,184
2013,知能犯,横領,横領,17歳,3
2013,知能犯,横領,業務上横領,17歳,2
2013,知能犯,偽造,通貨偽造,17歳,1
2013,知能犯,偽造,文書偽造,17歳,21
2013,知能犯,偽造,支払用カード偽造,17歳,0
2013,知能犯,偽造,有価証券偽造,17歳,5
2013,知能犯,偽造,印章偽造,17歳,1
2013,知能犯,汚職,賄賂,17歳,0
2013,知能犯,あっせん利得処罰法,,17歳,0
2013,知能犯,背任,,17歳,0
2013,風俗犯,賭博,普通賭博,17歳,0
2013,風俗犯,賭博,常習賭博,17歳,0
2013,風俗犯,賭博,賭博開張等,17歳,0
2013,風俗犯,わいせつ,強制わいせつ,17歳,53
2013,風俗犯,わいせつ,公然わいせつ,17歳,18
2013,その他の刑法犯,占有離脱物横領,,17歳,1371
2013,その他の刑法犯,公務執行妨害,,17歳,73
2013,その他の刑法犯,住居侵入,,17歳,259
2013,その他の刑法犯,逮捕監禁,,17歳,9
2013,その他の刑法犯,略取誘拐・人身売買,,17歳,2
2013,その他の刑法犯,盗品等,,17歳,133
2013,その他の刑法犯,器物損壊等,,17歳,129
2013,粗暴犯,傷害,その他,17歳,710
2013,知能犯,汚職,その他,17歳,0
2013,風俗犯,わいせつ,その他,17歳,15
2013,その他の刑法犯,その他,,17歳,35
2013,凶悪犯,殺人,殺人,18歳,13
2013,凶悪犯,殺人,嬰児殺,18歳,0
2013,凶悪犯,殺人,殺人予備,18歳,0
2013,凶悪犯,殺人,自殺関与,18歳,0
2013,凶悪犯,強盗,強盗殺人,18歳,1
2013,凶悪犯,強盗,強盗傷人,18歳,53
2013,凶悪犯,強盗,強盗強姦,18歳,1
2013,凶悪犯,強盗,強盗・準強盗,18歳,42
2013,凶悪犯,放火,,18歳,11
2013,凶悪犯,強姦,,18歳,31
2013,粗暴犯,凶器準備集合,,18歳,6
2013,粗暴犯,暴行,,18歳,175
2013,粗暴犯,傷害,傷害致死,18歳,0
2013,粗暴犯,脅迫,,18歳,28
2013,粗暴犯,恐喝,,18歳,123
2013,窃盗犯,侵入盗,,18歳,235
2013,窃盗犯,乗り物盗,,18歳,857
2013,窃盗犯,非侵入盗,,18歳,1840
2013,知能犯,詐欺,,18歳,167
2013,知能犯,横領,横領,18歳,3
2013,知能犯,横領,業務上横領,18歳,0
2013,知能犯,偽造,通貨偽造,18歳,1
2013,知能犯,偽造,文書偽造,18歳,13
2013,知能犯,偽造,支払用カード偽造,18歳,0
2013,知能犯,偽造,有価証券偽造,18歳,1
2013,知能犯,偽造,印章偽造,18歳,0
2013,知能犯,汚職,賄賂,18歳,0
2013,知能犯,あっせん利得処罰法,,18歳,0
2013,知能犯,背任,,18歳,0
2013,風俗犯,賭博,普通賭博,18歳,1
2013,風俗犯,賭博,常習賭博,18歳,2
2013,風俗犯,賭博,賭博開張等,18歳,0
2013,風俗犯,わいせつ,強制わいせつ,18歳,51
2013,風俗犯,わいせつ,公然わいせつ,18歳,24
2013,その他の刑法犯,占有離脱物横領,,18歳,1293
2013,その他の刑法犯,公務執行妨害,,18歳,39
2013,その他の刑法犯,住居侵入,,18歳,154
2013,その他の刑法犯,逮捕監禁,,18歳,13
2013,その他の刑法犯,略取誘拐・人身売買,,18歳,0
2013,その他の刑法犯,盗品等,,18歳,67
2013,その他の刑法犯,器物損壊等,,18歳,96
2013,粗暴犯,傷害,その他,18歳,512
2013,知能犯,汚職,その他,18歳,0
2013,風俗犯,わいせつ,その他,18歳,20
2013,その他の刑法犯,その他,,18歳,40
2013,凶悪犯,殺人,殺人,19歳,7
2013,凶悪犯,殺人,嬰児殺,19歳,1
2013,凶悪犯,殺人,殺人予備,19歳,0
