年,罪種00,罪種01,罪種02,年齢層,検挙人員
2015,凶悪犯,殺人,殺人,14歳,2
2015,凶悪犯,殺人,嬰児殺,14歳,0
2015,凶悪犯,殺人,殺人予備,14歳,0
2015,凶悪犯,殺人,自殺関与,14歳,0
2015,凶悪犯,強盗,強盗殺人,14歳,0
2015,凶悪犯,強盗,強盗傷人,14歳,15
2015,凶悪犯,強盗,強盗強姦,14歳,0
2015,凶悪犯,強盗,強盗・準強盗,14歳,9
2015,凶悪犯,放火,,14歳,11
2015,凶悪犯,強姦,,14歳,8
2015,粗暴犯,凶器準備集合,,14歳,0
2015,粗暴犯,暴行,,14歳,258
2015,粗暴犯,傷害,傷害致死,14歳,0
2015,粗暴犯,脅迫,,14歳,19
2015,粗暴犯,恐喝,,14歳,66
2015,窃盗犯,侵入盗,,14歳,173
2015,窃盗犯,乗り物盗,,14歳,1419
2015,窃盗犯,非侵入盗,,14歳,3121
2015,知能犯,詐欺,,14歳,27
2015,知能犯,横領,横領,14歳,0
2015,知能犯,横領,業務上横領,14歳,0
2015,知能犯,偽造,通貨偽造,14歳,1
2015,知能犯,偽造,文書偽造,14歳,3
2015,知能犯,偽造,支払用カード偽造,14歳,0
2015,知能犯,偽造,有価証券偽造,14歳,0
2015,知能犯,偽造,印章偽造,14歳,0
2015,知能犯,汚職,賄賂,14歳,0
2015,知能犯,あっせん利得処罰法,,14歳,0
2015,知能犯,背任,,14歳,0
2015,風俗犯,賭博,普通賭博,14歳,0
2015,風俗犯,賭博,常習賭博,14歳,0
2015,風俗犯,賭博,賭博開張等,14歳,0
2015,風俗犯,わいせつ,強制わいせつ,14歳,87
2015,風俗犯,わいせつ,公然わいせつ,14歳,9
2015,その他の刑法犯,占有離脱物横領,,14歳,748
2015,その他の刑法犯,公務執行妨害,,14歳,11
2015,その他の刑法犯,住居侵入,,14歳,252
2015,その他の刑法犯,逮捕監禁,,14歳,0
2015,その他の刑法犯,略取誘拐・人身売買,,14歳,1
2015,その他の刑法犯,盗品等,,14歳,105
2015,その他の刑法犯,器物損壊等,,14歳,166
2015,粗暴犯,傷害,その他,14歳,576
2015,知能犯,汚職,その他,14歳,0
2015,風俗犯,わいせつ,その他,14歳,5
2015,その他の刑法犯,その他,,14歳,64
2015,凶悪犯,殺人,殺人,15歳,7
2015,凶悪犯,殺人,嬰児殺,15歳,0
2015,凶悪犯,殺人,殺人予備,15歳,0
2015,凶悪犯,殺人,自殺関与,15歳,0
2015,凶悪犯,強盗,強盗殺人,15歳,0
2015,凶悪犯,強盗,強盗傷人,15歳,30
2015,凶悪犯,強盗,強盗強姦,15歳,0
2015,凶悪犯,強盗,強盗・準強盗,15歳,15
2015,凶悪犯,放火,,15歳,9
2015,凶悪犯,強姦,,15歳,6
2015,粗暴犯,凶器準備集合,,15歳,4
2015,粗暴犯,暴行,,15歳,221
2015,粗暴犯,傷害,傷害致死,15歳,0
2015,粗暴犯,脅迫,,15歳,23
2015,粗暴犯,恐喝,,15歳,97
2015,窃盗犯,侵入盗,,15歳,188
2015,窃盗犯,乗り物盗,,15歳,1745
2015,窃盗犯,非侵入盗,,15歳,3255
2015,知能犯,詐欺,,15歳,59
2015,知能犯,横領,横領,15歳,2
2015,知能犯,横領,業務上横領,15歳,0
2015,知能犯,偽造,通貨偽造,15歳,0
2015,知能犯,偽造,文書偽造,15歳,3
2015,知能犯,偽造,支払用カード偽造,15歳,0
2015,知能犯,偽造,有価証券偽造,15歳,0
2015,知能犯,偽造,印章偽造,15歳,0
2015,知能犯,汚職,賄賂,15歳,0
2015,知能犯,あっせん利得処罰法,,15歳,0
2015,知能犯,背任,,15歳,0
2015,風俗犯,賭博,普通賭博,15歳,0
2015,風俗犯,賭博,常習賭博,15歳,0
2015,風俗犯,賭博,賭博開張等,15歳,0
2015,風俗犯,わいせつ,強制わいせつ,15歳,57
2015,風俗犯,わいせつ,公然わいせつ,15歳,15
2015,その他の刑法犯,占有離脱物横領,,15歳,936
2015,その他の刑法犯,公務執行妨害,,15歳,20
2015,その他の刑法犯,住居侵入,,15歳,337
2015,その他の刑法犯,逮捕監禁,,15歳,1
2015,その他の刑法犯,略取誘拐・人身売買,,15歳,0
2015,その他の刑法犯,盗品等,,15歳,160
2015,その他の刑法犯,器物損壊等,,15歳,167
2015,粗暴犯,傷害,その他,15歳,575
2015,知能犯,汚職,その他,15歳,0
2015,風俗犯,わいせつ,その他,15歳,9
2015,その他の刑法犯,その他,,15歳,58
2015,凶悪犯,殺人,殺人,16歳,9
2015,凶悪犯,殺人,嬰児殺,16歳,0
2015,凶悪犯,殺人,殺人予備,16歳,1
2015,凶悪犯,殺人,自殺関与,16歳,1
2015,凶悪犯,強盗,強盗殺人,16歳,1
2015,凶悪犯,強盗,強盗傷人,16歳,57
2015,凶悪犯,強盗,強盗強姦,16歳,0
2015,凶悪犯,強盗,強盗・準強盗,16歳,28
2015,凶悪犯,放火,,16歳,5
2015,凶悪犯,強姦,,16歳,11
2015,粗暴犯,凶器準備集合,,16歳,5
2015,粗暴犯,暴行,,16歳,172
2015,粗暴犯,傷害,傷害致死,16歳,2
2015,粗暴犯,脅迫,,16歳,22
2015,粗暴犯,恐喝,,16歳,140
2015,窃盗犯,侵入盗,,16歳,186
2015,窃盗犯,乗り物盗,,16歳,1672
2015,窃盗犯,非侵入盗,,16歳,3581
2015,知能犯,詐欺,,16歳,148
2015,知能犯,横領,横領,16歳,8
2015,知能犯,横領,業務上横領,16歳,0
2015,知能犯,偽造,通貨偽造,16歳,0
2015,知能犯,偽造,文書偽造,16歳,17
2015,知能犯,偽造,支払用カード偽造,16歳,0
2015,知能犯,偽造,有価証券偽造,16歳,0
2015,知能犯,偽造,印章偽造,16歳,1
2015,知能犯,汚職,賄賂,16歳,0
2015,知能犯,あっせん利得処罰法,,16歳,0
2015,知能犯,背任,,16歳,0
2015,風俗犯,賭博,普通賭博,16歳,3
2015,風俗犯,賭博,常習賭博,16歳,0
2015,風俗犯,賭博,賭博開張等,16歳,0
2015,風俗犯,わいせつ,強制わいせつ,16歳,50
2015,風俗犯,わいせつ,公然わいせつ,16歳,20
2015,その他の刑法犯,占有離脱物横領,,16歳,1072
2015,その他の刑法犯,公務執行妨害,,16歳,34
2015,その他の刑法犯,住居侵入,,16歳,286
2015,その他の刑法犯,逮捕監禁,,16歳,3
2015,その他の刑法犯,略取誘拐・人身売買,,16歳,1
2015,その他の刑法犯,盗品等,,16歳,153
2015,その他の刑法犯,器物損壊等,,16歳,128
2015,粗暴犯,傷害,その他,16歳,559
2015,知能犯,汚職,その他,16歳,0
2015,風俗犯,わいせつ,その他,16歳,9
2015,その他の刑法犯,その他,,16歳,74
2015,凶悪犯,殺人,殺人,17歳,15
2015,凶悪犯,殺人,嬰児殺,17歳,1
2015,凶悪犯,殺人,殺人予備,17歳,1
2015,凶悪犯,殺人,自殺関与,17歳,0
2015,凶悪犯,強盗,強盗殺人,17歳,1
2015,凶悪犯,強盗,強盗傷人,17歳,50
2015,凶悪犯,強盗,強盗強姦,17歳,0
2015,凶悪犯,強盗,強盗・準強盗,17歳,24
2015,凶悪犯,放火,,17歳,7
2015,凶悪犯,強姦,,17歳,23
2015,粗暴犯,凶器準備集合,,17歳,15
2015,粗暴犯,暴行,,17歳,208
2015,粗暴犯,傷害,傷害致死,17歳,3
2015,粗暴犯,脅迫,,17歳,37
2015,粗暴犯,恐喝,,17歳,110
2015,窃盗犯,侵入盗,,17歳,171
2015,窃盗犯,乗り物盗,,17歳,986
2015,窃盗犯,非侵入盗,,17歳,2173
2015,知能犯,詐欺,,17歳,180
2015,知能犯,横領,横領,17歳,5
2015,知能犯,横領,業務上横領,17歳,0
2015,知能犯,偽造,通貨偽造,17歳,2
2015,知能犯,偽造,文書偽造,17歳,31
2015,知能犯,偽造,支払用カード偽造,17歳,0
2015,知能犯,偽造,有価証券偽造,17歳,0
2015,知能犯,偽造,印章偽造,17歳,4
2015,知能犯,汚職,賄賂,17歳,0
2015,知能犯,あっせん利得処罰法,,17歳,0
2015,知能犯,背任,,17歳,0
2015,風俗犯,賭博,普通賭博,17歳,0
2015,風俗犯,賭博,常習賭博,17歳,0
2015,風俗犯,賭博,賭博開張等,17歳,0
2015,風俗犯,わいせつ,強制わいせつ,17歳,63
2015,風俗犯,わいせつ,公然わいせつ,17歳,7
2015,その他の刑法犯,占有離脱物横領,,17歳,923
2015,その他の刑法犯,公務執行妨害,,17歳,63
2015,その他の刑法犯,住居侵入,,17歳,183
2015,その他の刑法犯,逮捕監禁,,17歳,3
2015,その他の刑法犯,略取誘拐・人身売買,,17歳,2
2015,その他の刑法犯,盗品等,,17歳,86
2015,その他の刑法犯,器物損壊等,,17歳,84
2015,粗暴犯,傷害,その他,17歳,513
2015,知能犯,汚職,その他,17歳,0
2015,風俗犯,わいせつ,その他,17歳,10
2015,その他の刑法犯,その他,,17歳,49
2015,凶悪犯,殺人,殺人,18歳,10
2015,凶悪犯,殺人,嬰児殺,18歳,0
2015,凶悪犯,殺人,殺人予備,18歳,0
2015,凶悪犯,殺人,自殺関与,18歳,0
2015,凶悪犯,強盗,強盗殺人,18歳,2
2015,凶悪犯,強盗,強盗傷人,18歳,45
2015,凶悪犯,強盗,強盗強姦,18歳,0
2015,凶悪犯,強盗,強盗・準強盗,18歳,51
2015,凶悪犯,放火,,18歳,6
2015,凶悪犯,強姦,,18歳,21
2015,粗暴犯,凶器準備集合,,18歳,4
2015,粗暴犯,暴行,,18歳,184
2015,粗暴犯,傷害,傷害致死,18歳,1
2015,粗暴犯,脅迫,,18歳,39
2015,粗暴犯,恐喝,,18歳,98
2015,窃盗犯,侵入盗,,18歳,211
2015,窃盗犯,乗り物盗,,18歳,654
2015,窃盗犯,非侵入盗,,18歳,1499
2015,知能犯,詐欺,,18歳,212
2015,知能犯,横領,横領,18歳,3
2015,知能犯,横領,業務上横領,18歳,1
2015,知能犯,偽造,通貨偽造,18歳,1
2015,知能犯,偽造,文書偽造,18歳,29
2015,知能犯,偽造,支払用カード偽造,18歳,1
2015,知能犯,偽造,有価証券偽造,18歳,0
2015,知能犯,偽造,印章偽造,18歳,1
2015,知能犯,汚職,賄賂,18歳,0
2015,知能犯,あっせん利得処罰法,,18歳,0
2015,知能犯,背任,,18歳,0
2015,風俗犯,賭博,普通賭博,18歳,3
2015,風俗犯,賭博,常習賭博,18歳,0
2015,風俗犯,賭博,賭博開張等,18歳,0
2015,風俗犯,わいせつ,強制わいせつ,18歳,63
2015,風俗犯,わいせつ,公然わいせつ,18歳,13
2015,その他の刑法犯,占有離脱物横領,,18歳,937
2015,その他の刑法犯,公務執行妨害,,18歳,35
2015,その他の刑法犯,住居侵入,,18歳,156
2015,その他の刑法犯,逮捕監禁,,18歳,22
2015,その他の刑法犯,略取誘拐・人身売買,,18歳,2
2015,その他の刑法犯,盗品等,,18歳,57
2015,その他の刑法犯,器物損壊等,,18歳,63
2015,粗暴犯,傷害,その他,18歳,438
2015,知能犯,汚職,その他,18歳,0
2015,風俗犯,わいせつ,その他,18歳,14
2015,その他の刑法犯,その他,,18歳,34
2015,凶悪犯,殺人,殺人,19歳,15
2015,凶悪犯,殺人,嬰児殺,19歳,0
2015,凶悪犯,殺人,殺人予備,19歳,0
2015,凶悪犯,殺人,自殺関与,19歳,0
2015,凶悪犯,強盗,強盗殺人,19歳,0
2015,凶悪犯,強盗,強盗傷人,19歳,59
2015,凶悪犯,強盗,強盗強姦,19歳,1
2015,凶悪犯,強盗,強盗・準強盗,19歳,38
2015,凶悪犯,放火,,19歳,9
2015,凶悪犯,強姦,,19歳,25
2015,粗暴犯,凶器準備集合,,19歳,2
2015,粗暴犯,暴行,,19歳,204
2015,粗暴犯,傷害,傷害致死,19歳,6
2015,粗暴犯,脅迫,,19歳,38
2015,粗暴犯,恐喝,,19歳,92
