年,罪種00,罪種01,罪種02,年齢層,検挙人員
2014,凶悪犯,殺人,殺人,14歳,5
2014,凶悪犯,殺人,嬰児殺,14歳,0
2014,凶悪犯,殺人,殺人予備,14歳,1
2014,凶悪犯,殺人,自殺関与,14歳,0
2014,凶悪犯,強盗,強盗殺人,14歳,0
2014,凶悪犯,強盗,強盗傷人,14歳,21
2014,凶悪犯,強盗,強盗強姦,14歳,0
2014,凶悪犯,強盗,強盗・準強盗,14歳,10
2014,凶悪犯,放火,,14歳,14
2014,凶悪犯,強姦,,14歳,13
2014,粗暴犯,凶器準備集合,,14歳,0
2014,粗暴犯,暴行,,14歳,372
2014,粗暴犯,傷害,傷害致死,14歳,0
2014,粗暴犯,脅迫,,14歳,24
2014,粗暴犯,恐喝,,14歳,118
2014,窃盗犯,侵入盗,,14歳,239
2014,窃盗犯,乗り物盗,,14歳,2027
2014,窃盗犯,非侵入盗,,14歳,4133
2014,知能犯,詐欺,,14歳,33
2014,知能犯,横領,横領,14歳,2
2014,知能犯,横領,業務上横領,14歳,0
2014,知能犯,偽造,通貨偽造,14歳,4
2014,知能犯,偽造,文書偽造,14歳,2
2014,知能犯,偽造,支払用カード偽造,14歳,0
2014,知能犯,偽造,有価証券偽造,14歳,0
2014,知能犯,偽造,印章偽造,14歳,0
2014,知能犯,汚職,賄賂,14歳,0
2014,知能犯,あっせん利得処罰法,,14歳,0
2014,知能犯,背任,,14歳,0
2014,風俗犯,賭博,普通賭博,14歳,0
2014,風俗犯,賭博,常習賭博,14歳,0
2014,風俗犯,賭博,賭博開張等,14歳,0
2014,風俗犯,わいせつ,強制わいせつ,14歳,68
2014,風俗犯,わいせつ,公然わいせつ,14歳,16
2014,その他の刑法犯,占有離脱物横領,,14歳,1133
2014,その他の刑法犯,公務執行妨害,,14歳,8
2014,その他の刑法犯,住居侵入,,14歳,397
2014,その他の刑法犯,逮捕監禁,,14歳,1
2014,その他の刑法犯,略取誘拐・人身売買,,14歳,2
2014,その他の刑法犯,盗品等,,14歳,172
2014,その他の刑法犯,器物損壊等,,14歳,300
2014,粗暴犯,傷害,その他,14歳,937
2014,知能犯,汚職,その他,14歳,0
2014,風俗犯,わいせつ,その他,14歳,4
2014,その他の刑法犯,その他,,14歳,84
2014,凶悪犯,殺人,殺人,15歳,3
2014,凶悪犯,殺人,嬰児殺,15歳,0
2014,凶悪犯,殺人,殺人予備,15歳,0
2014,凶悪犯,殺人,自殺関与,15歳,0
2014,凶悪犯,強盗,強盗殺人,15歳,0
2014,凶悪犯,強盗,強盗傷人,15歳,41
2014,凶悪犯,強盗,強盗強姦,15歳,0
2014,凶悪犯,強盗,強盗・準強盗,15歳,24
2014,凶悪犯,放火,,15歳,17
2014,凶悪犯,強姦,,15歳,15
2014,粗暴犯,凶器準備集合,,15歳,2
2014,粗暴犯,暴行,,15歳,265
2014,粗暴犯,傷害,傷害致死,15歳,1
2014,粗暴犯,脅迫,,15歳,38
2014,粗暴犯,恐喝,,15歳,111
2014,窃盗犯,侵入盗,,15歳,241
2014,窃盗犯,乗り物盗,,15歳,2395
2014,窃盗犯,非侵入盗,,15歳,4418
2014,知能犯,詐欺,,15歳,87
2014,知能犯,横領,横領,15歳,2
2014,知能犯,横領,業務上横領,15歳,0
2014,知能犯,偽造,通貨偽造,15歳,0
2014,知能犯,偽造,文書偽造,15歳,5
2014,知能犯,偽造,支払用カード偽造,15歳,0
2014,知能犯,偽造,有価証券偽造,15歳,0
2014,知能犯,偽造,印章偽造,15歳,0
2014,知能犯,汚職,賄賂,15歳,0
2014,知能犯,あっせん利得処罰法,,15歳,0
2014,知能犯,背任,,15歳,0
2014,風俗犯,賭博,普通賭博,15歳,3
2014,風俗犯,賭博,常習賭博,15歳,0
2014,風俗犯,賭博,賭博開張等,15歳,0
2014,風俗犯,わいせつ,強制わいせつ,15歳,59
2014,風俗犯,わいせつ,公然わいせつ,15歳,13
2014,その他の刑法犯,占有離脱物横領,,15歳,1416
2014,その他の刑法犯,公務執行妨害,,15歳,20
2014,その他の刑法犯,住居侵入,,15歳,432
2014,その他の刑法犯,逮捕監禁,,15歳,2
2014,その他の刑法犯,略取誘拐・人身売買,,15歳,1
2014,その他の刑法犯,盗品等,,15歳,201
2014,その他の刑法犯,器物損壊等,,15歳,270
2014,粗暴犯,傷害,その他,15歳,839
2014,知能犯,汚職,その他,15歳,0
2014,風俗犯,わいせつ,その他,15歳,8
2014,その他の刑法犯,その他,,15歳,62
2014,凶悪犯,殺人,殺人,16歳,2
2014,凶悪犯,殺人,嬰児殺,16歳,0
2014,凶悪犯,殺人,殺人予備,16歳,0
2014,凶悪犯,殺人,自殺関与,16歳,0
2014,凶悪犯,強盗,強盗殺人,16歳,0
2014,凶悪犯,強盗,強盗傷人,16歳,58
2014,凶悪犯,強盗,強盗強姦,16歳,0
2014,凶悪犯,強盗,強盗・準強盗,16歳,32
2014,凶悪犯,放火,,16歳,15
2014,凶悪犯,強姦,,16歳,25
2014,粗暴犯,凶器準備集合,,16歳,0
2014,粗暴犯,暴行,,16歳,160
2014,粗暴犯,傷害,傷害致死,16歳,4
2014,粗暴犯,脅迫,,16歳,37
2014,粗暴犯,恐喝,,16歳,143
2014,窃盗犯,侵入盗,,16歳,235
2014,窃盗犯,乗り物盗,,16歳,2092
2014,窃盗犯,非侵入盗,,16歳,3974
2014,知能犯,詐欺,,16歳,152
2014,知能犯,横領,横領,16歳,7
2014,知能犯,横領,業務上横領,16歳,0
2014,知能犯,偽造,通貨偽造,16歳,1
2014,知能犯,偽造,文書偽造,16歳,30
2014,知能犯,偽造,支払用カード偽造,16歳,0
2014,知能犯,偽造,有価証券偽造,16歳,2
2014,知能犯,偽造,印章偽造,16歳,1
2014,知能犯,汚職,賄賂,16歳,0
2014,知能犯,あっせん利得処罰法,,16歳,0
2014,知能犯,背任,,16歳,0
2014,風俗犯,賭博,普通賭博,16歳,0
2014,風俗犯,賭博,常習賭博,16歳,0
2014,風俗犯,賭博,賭博開張等,16歳,0
2014,風俗犯,わいせつ,強制わいせつ,16歳,46
2014,風俗犯,わいせつ,公然わいせつ,16歳,9
2014,その他の刑法犯,占有離脱物横領,,16歳,1472
2014,その他の刑法犯,公務執行妨害,,16歳,33
2014,その他の刑法犯,住居侵入,,16歳,399
2014,その他の刑法犯,逮捕監禁,,16歳,13
2014,その他の刑法犯,略取誘拐・人身売買,,16歳,3
2014,その他の刑法犯,盗品等,,16歳,173
2014,その他の刑法犯,器物損壊等,,16歳,169
2014,粗暴犯,傷害,その他,16歳,646
2014,知能犯,汚職,その他,16歳,0
2014,風俗犯,わいせつ,その他,16歳,9
2014,その他の刑法犯,その他,,16歳,71
2014,凶悪犯,殺人,殺人,17歳,9
2014,凶悪犯,殺人,嬰児殺,17歳,1
2014,凶悪犯,殺人,殺人予備,17歳,1
2014,凶悪犯,殺人,自殺関与,17歳,0
2014,凶悪犯,強盗,強盗殺人,17歳,1
2014,凶悪犯,強盗,強盗傷人,17歳,62
2014,凶悪犯,強盗,強盗強姦,17歳,0
2014,凶悪犯,強盗,強盗・準強盗,17歳,25
2014,凶悪犯,放火,,17歳,10
2014,凶悪犯,強姦,,17歳,26
2014,粗暴犯,凶器準備集合,,17歳,5
2014,粗暴犯,暴行,,17歳,201
2014,粗暴犯,傷害,傷害致死,17歳,5
2014,粗暴犯,脅迫,,17歳,32
2014,粗暴犯,恐喝,,17歳,147
2014,窃盗犯,侵入盗,,17歳,170
2014,窃盗犯,乗り物盗,,17歳,1179
2014,窃盗犯,非侵入盗,,17歳,2446
2014,知能犯,詐欺,,17歳,173
2014,知能犯,横領,横領,17歳,3
2014,知能犯,横領,業務上横領,17歳,2
2014,知能犯,偽造,通貨偽造,17歳,2
2014,知能犯,偽造,文書偽造,17歳,40
2014,知能犯,偽造,支払用カード偽造,17歳,0
2014,知能犯,偽造,有価証券偽造,17歳,0
2014,知能犯,偽造,印章偽造,17歳,3
2014,知能犯,汚職,賄賂,17歳,0
2014,知能犯,あっせん利得処罰法,,17歳,0
2014,知能犯,背任,,17歳,0
2014,風俗犯,賭博,普通賭博,17歳,0
2014,風俗犯,賭博,常習賭博,17歳,0
2014,風俗犯,賭博,賭博開張等,17歳,0
2014,風俗犯,わいせつ,強制わいせつ,17歳,45
2014,風俗犯,わいせつ,公然わいせつ,17歳,13
2014,その他の刑法犯,占有離脱物横領,,17歳,1234
2014,その他の刑法犯,公務執行妨害,,17歳,57
2014,その他の刑法犯,住居侵入,,17歳,255
2014,その他の刑法犯,逮捕監禁,,17歳,10
2014,その他の刑法犯,略取誘拐・人身売買,,17歳,2
2014,その他の刑法犯,盗品等,,17歳,94
2014,その他の刑法犯,器物損壊等,,17歳,114
2014,粗暴犯,傷害,その他,17歳,574
2014,知能犯,汚職,その他,17歳,0
2014,風俗犯,わいせつ,その他,17歳,7
2014,その他の刑法犯,その他,,17歳,49
2014,凶悪犯,殺人,殺人,18歳,8
2014,凶悪犯,殺人,嬰児殺,18歳,2
2014,凶悪犯,殺人,殺人予備,18歳,2
2014,凶悪犯,殺人,自殺関与,18歳,1
2014,凶悪犯,強盗,強盗殺人,18歳,2
2014,凶悪犯,強盗,強盗傷人,18歳,55
2014,凶悪犯,強盗,強盗強姦,18歳,0
2014,凶悪犯,強盗,強盗・準強盗,18歳,38
2014,凶悪犯,放火,,18歳,16
2014,凶悪犯,強姦,,18歳,24
2014,粗暴犯,凶器準備集合,,18歳,6
