年,罪種00,罪種01,罪種02,年齢層,検挙人員
2008,凶悪犯,殺人,殺人,14歳,1
2008,凶悪犯,殺人,嬰児殺,14歳,0
2008,凶悪犯,殺人,殺人予備,14歳,0
2008,凶悪犯,殺人,自殺関与,14歳,0
2008,凶悪犯,強盗,強盗殺人,14歳,1
2008,凶悪犯,強盗,強盗傷人,14歳,27
2008,凶悪犯,強盗,強盗強姦,14歳,0
2008,凶悪犯,強盗,強盗・準強盗,14歳,22
2008,凶悪犯,放火,,14歳,14
2008,凶悪犯,強姦,,14歳,6
2008,粗暴犯,凶器準備集合,,14歳,16
2008,粗暴犯,暴行,,14歳,365
2008,粗暴犯,傷害,傷害致死,14歳,0
2008,粗暴犯,脅迫,,14歳,24
2008,粗暴犯,恐喝,,14歳,267
2008,窃盗犯,侵入盗,,14歳,357
2008,窃盗犯,乗り物盗,,14歳,3884
2008,窃盗犯,非侵入盗,,14歳,7549
2008,知能犯,詐欺,,14歳,87
2008,知能犯,横領,横領,14歳,7
2008,知能犯,横領,業務上横領,14歳,0
2008,知能犯,偽造,通貨偽造,14歳,8
2008,知能犯,偽造,文書偽造,14歳,0
2008,知能犯,偽造,支払用カード偽造,14歳,0
2008,知能犯,偽造,有価証券偽造,14歳,0
2008,知能犯,偽造,印章偽造,14歳,0
2008,知能犯,汚職,賄賂,14歳,0
2008,知能犯,あっせん利得処罰法,,14歳,0
2008,知能犯,背任,,14歳,0
2008,風俗犯,賭博,普通賭博,14歳,0
2008,風俗犯,賭博,常習賭博,14歳,0
2008,風俗犯,賭博,賭博開張等,14歳,0
2008,風俗犯,わいせつ,強制わいせつ,14歳,61
2008,風俗犯,わいせつ,公然わいせつ,14歳,6
2008,その他の刑法犯,占有離脱物横領,,14歳,3544
2008,その他の刑法犯,公務執行妨害,,14歳,16
2008,その他の刑法犯,住居侵入,,14歳,519
2008,その他の刑法犯,逮捕監禁,,14歳,3
2008,その他の刑法犯,略取誘拐・人身売買,,14歳,0
2008,その他の刑法犯,盗品等,,14歳,317
2008,その他の刑法犯,器物損壊等,,14歳,506
2008,粗暴犯,傷害,その他,14歳,1181
2008,知能犯,汚職,その他,14歳,0
2008,風俗犯,わいせつ,その他,14歳,0
2008,その他の刑法犯,その他,,14歳,86
2008,凶悪犯,殺人,殺人,15歳,6
2008,凶悪犯,殺人,嬰児殺,15歳,0
2008,凶悪犯,殺人,殺人予備,15歳,0
2008,凶悪犯,殺人,自殺関与,15歳,0
2008,凶悪犯,強盗,強盗殺人,15歳,0
2008,凶悪犯,強盗,強盗傷人,15歳,78
2008,凶悪犯,強盗,強盗強姦,15歳,2
2008,凶悪犯,強盗,強盗・準強盗,15歳,23
2008,凶悪犯,放火,,15歳,12
2008,凶悪犯,強姦,,15歳,14
2008,粗暴犯,凶器準備集合,,15歳,8
2008,粗暴犯,暴行,,15歳,347
2008,粗暴犯,傷害,傷害致死,15歳,3
2008,粗暴犯,脅迫,,15歳,27
2008,粗暴犯,恐喝,,15歳,388
2008,窃盗犯,侵入盗,,15歳,397
2008,窃盗犯,乗り物盗,,15歳,4852
2008,窃盗犯,非侵入盗,,15歳,7678
2008,知能犯,詐欺,,15歳,116
2008,知能犯,横領,横領,15歳,10
2008,知能犯,横領,業務上横領,15歳,0
2008,知能犯,偽造,通貨偽造,15歳,2
2008,知能犯,偽造,文書偽造,15歳,1
2008,知能犯,偽造,支払用カード偽造,15歳,0
2008,知能犯,偽造,有価証券偽造,15歳,1
2008,知能犯,偽造,印章偽造,15歳,0
2008,知能犯,汚職,賄賂,15歳,0
2008,知能犯,あっせん利得処罰法,,15歳,0
2008,知能犯,背任,,15歳,0
2008,風俗犯,賭博,普通賭博,15歳,1
2008,風俗犯,賭博,常習賭博,15歳,0
2008,風俗犯,賭博,賭博開張等,15歳,0
2008,風俗犯,わいせつ,強制わいせつ,15歳,46
2008,風俗犯,わいせつ,公然わいせつ,15歳,8
2008,その他の刑法犯,占有離脱物横領,,15歳,4014
2008,その他の刑法犯,公務執行妨害,,15歳,15
2008,その他の刑法犯,住居侵入,,15歳,696
2008,その他の刑法犯,逮捕監禁,,15歳,2
2008,その他の刑法犯,略取誘拐・人身売買,,15歳,0
2008,その他の刑法犯,盗品等,,15歳,374
2008,その他の刑法犯,器物損壊等,,15歳,498
2008,粗暴犯,傷害,その他,15歳,1229
2008,知能犯,汚職,その他,15歳,0
2008,風俗犯,わいせつ,その他,15歳,0
2008,その他の刑法犯,その他,,15歳,91
2008,凶悪犯,殺人,殺人,16歳,7
2008,凶悪犯,殺人,嬰児殺,16歳,0
2008,凶悪犯,殺人,殺人予備,16歳,0
2008,凶悪犯,殺人,自殺関与,16歳,0
2008,凶悪犯,強盗,強盗殺人,16歳,0
2008,凶悪犯,強盗,強盗傷人,16歳,92
2008,凶悪犯,強盗,強盗強姦,16歳,0
2008,凶悪犯,強盗,強盗・準強盗,16歳,48
2008,凶悪犯,放火,,16歳,7
2008,凶悪犯,強姦,,16歳,24
2008,粗暴犯,凶器準備集合,,16歳,13
2008,粗暴犯,暴行,,16歳,255
2008,粗暴犯,傷害,傷害致死,16歳,5
2008,粗暴犯,脅迫,,16歳,33
2008,粗暴犯,恐喝,,16歳,334
2008,窃盗犯,侵入盗,,16歳,403
2008,窃盗犯,乗り物盗,,16歳,4415
