年,州,国籍・地域,属性,罪種00,罪種01,罪種02,検挙人員
2018,アジア州の国,韓国・朝鮮,,凶悪犯,殺人,,15
2018,アジア州の国,中国,,凶悪犯,殺人,,15
2018,アジア州の国,イラン,,凶悪犯,殺人,,0
2018,アジア州の国,インド,,凶悪犯,殺人,,0
2018,アジア州の国,インドネシア,,凶悪犯,殺人,,0
2018,アジア州の国,スリランカ,,凶悪犯,殺人,,0
2018,アジア州の国,タイ,,凶悪犯,殺人,,1
2018,アジア州の国,パキスタン,,凶悪犯,殺人,,0
2018,アジア州の国,バングラデシュ,,凶悪犯,殺人,,0
2018,アジア州の国,フィリピン,,凶悪犯,殺人,,5
2018,アジア州の国,ベトナム,,凶悪犯,殺人,,10
2018,アジア州の国,マレーシア,,凶悪犯,殺人,,0
2018,アジア州の国,その他,,凶悪犯,殺人,,6
2018,ヨーロッパ州の国,イギリス,,凶悪犯,殺人,,0
2018,ヨーロッパ州の国,イタリア,,凶悪犯,殺人,,0
2018,ヨーロッパ州の国,ロシア,,凶悪犯,殺人,,0
2018,ヨーロッパ州の国,ドイツ,,凶悪犯,殺人,,0
2018,ヨーロッパ州の国,フランス,,凶悪犯,殺人,,0
2018,ヨーロッパ州の国,その他,,凶悪犯,殺人,,0
2018,南北アメリカ州の国,アメリカ,軍人,凶悪犯,殺人,,0
2018,南北アメリカ州の国,アメリカ,軍属,凶悪犯,殺人,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,殺人,,0
2018,南北アメリカ州の国,アメリカ,その他,凶悪犯,殺人,,1
2018,南北アメリカ州の国,カナダ,,凶悪犯,殺人,,0
2018,南北アメリカ州の国,ブラジル,,凶悪犯,殺人,,2
2018,南北アメリカ州の国,その他,,凶悪犯,殺人,,2
2018,アフリカ州の国,,,凶悪犯,殺人,,0
2018,オセアニア州の国,,,凶悪犯,殺人,,0
2018,無国籍,,,凶悪犯,殺人,,0
2018,国籍不明,,,凶悪犯,殺人,,0
2018,アジア州の国,韓国・朝鮮,,凶悪犯,強盗,,21
2018,アジア州の国,中国,,凶悪犯,強盗,,43
2018,アジア州の国,イラン,,凶悪犯,強盗,,0
2018,アジア州の国,インド,,凶悪犯,強盗,,5
2018,アジア州の国,インドネシア,,凶悪犯,強盗,,0
2018,アジア州の国,スリランカ,,凶悪犯,強盗,,8
2018,アジア州の国,タイ,,凶悪犯,強盗,,0
2018,アジア州の国,パキスタン,,凶悪犯,強盗,,3
2018,アジア州の国,バングラデシュ,,凶悪犯,強盗,,0
2018,アジア州の国,フィリピン,,凶悪犯,強盗,,4
2018,アジア州の国,ベトナム,,凶悪犯,強盗,,17
2018,アジア州の国,マレーシア,,凶悪犯,強盗,,0
2018,アジア州の国,その他,,凶悪犯,強盗,,6
2018,ヨーロッパ州の国,イギリス,,凶悪犯,強盗,,0
2018,ヨーロッパ州の国,イタリア,,凶悪犯,強盗,,0
2018,ヨーロッパ州の国,ロシア,,凶悪犯,強盗,,0
2018,ヨーロッパ州の国,ドイツ,,凶悪犯,強盗,,0
2018,ヨーロッパ州の国,フランス,,凶悪犯,強盗,,0
2018,ヨーロッパ州の国,その他,,凶悪犯,強盗,,3
2018,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強盗,,0
2018,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強盗,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強盗,,0
2018,南北アメリカ州の国,アメリカ,その他,凶悪犯,強盗,,2
2018,南北アメリカ州の国,カナダ,,凶悪犯,強盗,,0
2018,南北アメリカ州の国,ブラジル,,凶悪犯,強盗,,19
2018,南北アメリカ州の国,その他,,凶悪犯,強盗,,7
2018,アフリカ州の国,,,凶悪犯,強盗,,1
2018,オセアニア州の国,,,凶悪犯,強盗,,2
2018,無国籍,,,凶悪犯,強盗,,0
2018,国籍不明,,,凶悪犯,強盗,,0
2018,アジア州の国,韓国・朝鮮,,凶悪犯,放火,,3
2018,アジア州の国,中国,,凶悪犯,放火,,3
2018,アジア州の国,イラン,,凶悪犯,放火,,0
2018,アジア州の国,インド,,凶悪犯,放火,,0
2018,アジア州の国,インドネシア,,凶悪犯,放火,,0
2018,アジア州の国,スリランカ,,凶悪犯,放火,,0
2018,アジア州の国,タイ,,凶悪犯,放火,,2
2018,アジア州の国,パキスタン,,凶悪犯,放火,,0
2018,アジア州の国,バングラデシュ,,凶悪犯,放火,,0
2018,アジア州の国,フィリピン,,凶悪犯,放火,,1
2018,アジア州の国,ベトナム,,凶悪犯,放火,,0
2018,アジア州の国,マレーシア,,凶悪犯,放火,,0
2018,アジア州の国,その他,,凶悪犯,放火,,0
2018,ヨーロッパ州の国,イギリス,,凶悪犯,放火,,0
2018,ヨーロッパ州の国,イタリア,,凶悪犯,放火,,0
2018,ヨーロッパ州の国,ロシア,,凶悪犯,放火,,0
2018,ヨーロッパ州の国,ドイツ,,凶悪犯,放火,,0
2018,ヨーロッパ州の国,フランス,,凶悪犯,放火,,0
2018,ヨーロッパ州の国,その他,,凶悪犯,放火,,0
2018,南北アメリカ州の国,アメリカ,軍人,凶悪犯,放火,,0
2018,南北アメリカ州の国,アメリカ,軍属,凶悪犯,放火,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,放火,,0
2018,南北アメリカ州の国,アメリカ,その他,凶悪犯,放火,,0
2018,南北アメリカ州の国,カナダ,,凶悪犯,放火,,0
2018,南北アメリカ州の国,ブラジル,,凶悪犯,放火,,0
2018,南北アメリカ州の国,その他,,凶悪犯,放火,,0
2018,アフリカ州の国,,,凶悪犯,放火,,0
2018,オセアニア州の国,,,凶悪犯,放火,,0
2018,無国籍,,,凶悪犯,放火,,0
2018,国籍不明,,,凶悪犯,放火,,0
2018,アジア州の国,韓国・朝鮮,,凶悪犯,強制性交等,,9
2018,アジア州の国,中国,,凶悪犯,強制性交等,,9
2018,アジア州の国,イラン,,凶悪犯,強制性交等,,0
2018,アジア州の国,インド,,凶悪犯,強制性交等,,2
2018,アジア州の国,インドネシア,,凶悪犯,強制性交等,,1
2018,アジア州の国,スリランカ,,凶悪犯,強制性交等,,0
2018,アジア州の国,タイ,,凶悪犯,強制性交等,,0
2018,アジア州の国,パキスタン,,凶悪犯,強制性交等,,3
2018,アジア州の国,バングラデシュ,,凶悪犯,強制性交等,,1
2018,アジア州の国,フィリピン,,凶悪犯,強制性交等,,1
2018,アジア州の国,ベトナム,,凶悪犯,強制性交等,,1
2018,アジア州の国,マレーシア,,凶悪犯,強制性交等,,0
2018,アジア州の国,その他,,凶悪犯,強制性交等,,8
2018,ヨーロッパ州の国,イギリス,,凶悪犯,強制性交等,,1
2018,ヨーロッパ州の国,イタリア,,凶悪犯,強制性交等,,0
2018,ヨーロッパ州の国,ロシア,,凶悪犯,強制性交等,,0
2018,ヨーロッパ州の国,ドイツ,,凶悪犯,強制性交等,,0
2018,ヨーロッパ州の国,フランス,,凶悪犯,強制性交等,,1
2018,ヨーロッパ州の国,その他,,凶悪犯,強制性交等,,1
2018,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強制性交等,,1
2018,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強制性交等,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強制性交等,,0
2018,南北アメリカ州の国,アメリカ,その他,凶悪犯,強制性交等,,0
2018,南北アメリカ州の国,カナダ,,凶悪犯,強制性交等,,1
2018,南北アメリカ州の国,ブラジル,,凶悪犯,強制性交等,,7
2018,南北アメリカ州の国,その他,,凶悪犯,強制性交等,,8
2018,アフリカ州の国,,,凶悪犯,強制性交等,,4
2018,オセアニア州の国,,,凶悪犯,強制性交等,,0
2018,無国籍,,,凶悪犯,強制性交等,,0
2018,国籍不明,,,凶悪犯,強制性交等,,0
2018,アジア州の国,韓国・朝鮮,,粗暴犯,暴行,,340
2018,アジア州の国,中国,,粗暴犯,暴行,,296
2018,アジア州の国,イラン,,粗暴犯,暴行,,5
2018,アジア州の国,インド,,粗暴犯,暴行,,10
2018,アジア州の国,インドネシア,,粗暴犯,暴行,,4
2018,アジア州の国,スリランカ,,粗暴犯,暴行,,19
2018,アジア州の国,タイ,,粗暴犯,暴行,,22
2018,アジア州の国,パキスタン,,粗暴犯,暴行,,14
2018,アジア州の国,バングラデシュ,,粗暴犯,暴行,,11
2018,アジア州の国,フィリピン,,粗暴犯,暴行,,104
2018,アジア州の国,ベトナム,,粗暴犯,暴行,,44
2018,アジア州の国,マレーシア,,粗暴犯,暴行,,2
2018,アジア州の国,その他,,粗暴犯,暴行,,87
2018,ヨーロッパ州の国,イギリス,,粗暴犯,暴行,,6
2018,ヨーロッパ州の国,イタリア,,粗暴犯,暴行,,2
2018,ヨーロッパ州の国,ロシア,,粗暴犯,暴行,,15
2018,ヨーロッパ州の国,ドイツ,,粗暴犯,暴行,,2
2018,ヨーロッパ州の国,フランス,,粗暴犯,暴行,,7
2018,ヨーロッパ州の国,その他,,粗暴犯,暴行,,18
2018,南北アメリカ州の国,アメリカ,軍人,粗暴犯,暴行,,4
2018,南北アメリカ州の国,アメリカ,軍属,粗暴犯,暴行,,1
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,暴行,,0
2018,南北アメリカ州の国,アメリカ,その他,粗暴犯,暴行,,33
2018,南北アメリカ州の国,カナダ,,粗暴犯,暴行,,8
2018,南北アメリカ州の国,ブラジル,,粗暴犯,暴行,,107
2018,南北アメリカ州の国,その他,,粗暴犯,暴行,,71
2018,アフリカ州の国,,,粗暴犯,暴行,,28
2018,オセアニア州の国,,,粗暴犯,暴行,,7
2018,無国籍,,,粗暴犯,暴行,,1
2018,国籍不明,,,粗暴犯,暴行,,0
2018,アジア州の国,韓国・朝鮮,,粗暴犯,傷害,,326
2018,アジア州の国,中国,,粗暴犯,傷害,,265
2018,アジア州の国,イラン,,粗暴犯,傷害,,14
2018,アジア州の国,インド,,粗暴犯,傷害,,9
2018,アジア州の国,インドネシア,,粗暴犯,傷害,,0
2018,アジア州の国,スリランカ,,粗暴犯,傷害,,13
2018,アジア州の国,タイ,,粗暴犯,傷害,,16
2018,アジア州の国,パキスタン,,粗暴犯,傷害,,15
2018,アジア州の国,バングラデシュ,,粗暴犯,傷害,,6
2018,アジア州の国,フィリピン,,粗暴犯,傷害,,105
2018,アジア州の国,ベトナム,,粗暴犯,傷害,,59
2018,アジア州の国,マレーシア,,粗暴犯,傷害,,0
2018,アジア州の国,その他,,粗暴犯,傷害,,78
2018,ヨーロッパ州の国,イギリス,,粗暴犯,傷害,,5
2018,ヨーロッパ州の国,イタリア,,粗暴犯,傷害,,1
2018,ヨーロッパ州の国,ロシア,,粗暴犯,傷害,,8
2018,ヨーロッパ州の国,ドイツ,,粗暴犯,傷害,,1
2018,ヨーロッパ州の国,フランス,,粗暴犯,傷害,,8
2018,ヨーロッパ州の国,その他,,粗暴犯,傷害,,20
2018,南北アメリカ州の国,アメリカ,軍人,粗暴犯,傷害,,5
2018,南北アメリカ州の国,アメリカ,軍属,粗暴犯,傷害,,5
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,傷害,,2
2018,南北アメリカ州の国,アメリカ,その他,粗暴犯,傷害,,22
2018,南北アメリカ州の国,カナダ,,粗暴犯,傷害,,6
2018,南北アメリカ州の国,ブラジル,,粗暴犯,傷害,,100
2018,南北アメリカ州の国,その他,,粗暴犯,傷害,,58
2018,アフリカ州の国,,,粗暴犯,傷害,,23
2018,オセアニア州の国,,,粗暴犯,傷害,,8
2018,無国籍,,,粗暴犯,傷害,,1
2018,国籍不明,,,粗暴犯,傷害,,1
2018,アジア州の国,韓国・朝鮮,,粗暴犯,脅迫,,44
2018,アジア州の国,中国,,粗暴犯,脅迫,,29
2018,アジア州の国,イラン,,粗暴犯,脅迫,,1
2018,アジア州の国,インド,,粗暴犯,脅迫,,0
2018,アジア州の国,インドネシア,,粗暴犯,脅迫,,2
2018,アジア州の国,スリランカ,,粗暴犯,脅迫,,4
2018,アジア州の国,タイ,,粗暴犯,脅迫,,1
2018,アジア州の国,パキスタン,,粗暴犯,脅迫,,0
2018,アジア州の国,バングラデシュ,,粗暴犯,脅迫,,2
2018,アジア州の国,フィリピン,,粗暴犯,脅迫,,10
2018,アジア州の国,ベトナム,,粗暴犯,脅迫,,9
2018,アジア州の国,マレーシア,,粗暴犯,脅迫,,1
2018,アジア州の国,その他,,粗暴犯,脅迫,,7
2018,ヨーロッパ州の国,イギリス,,粗暴犯,脅迫,,3
2018,ヨーロッパ州の国,イタリア,,粗暴犯,脅迫,,0
2018,ヨーロッパ州の国,ロシア,,粗暴犯,脅迫,,0
2018,ヨーロッパ州の国,ドイツ,,粗暴犯,脅迫,,0
2018,ヨーロッパ州の国,フランス,,粗暴犯,脅迫,,0
2018,ヨーロッパ州の国,その他,,粗暴犯,脅迫,,1
2018,南北アメリカ州の国,アメリカ,軍人,粗暴犯,脅迫,,0
2018,南北アメリカ州の国,アメリカ,軍属,粗暴犯,脅迫,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,脅迫,,0
2018,南北アメリカ州の国,アメリカ,その他,粗暴犯,脅迫,,1
2018,南北アメリカ州の国,カナダ,,粗暴犯,脅迫,,0
2018,南北アメリカ州の国,ブラジル,,粗暴犯,脅迫,,7
2018,南北アメリカ州の国,その他,,粗暴犯,脅迫,,3
2018,アフリカ州の国,,,粗暴犯,脅迫,,1
2018,オセアニア州の国,,,粗暴犯,脅迫,,1
2018,無国籍,,,粗暴犯,脅迫,,0
2018,国籍不明,,,粗暴犯,脅迫,,0
2018,アジア州の国,韓国・朝鮮,,粗暴犯,恐喝,,20
2018,アジア州の国,中国,,粗暴犯,恐喝,,12
2018,アジア州の国,イラン,,粗暴犯,恐喝,,0
2018,アジア州の国,インド,,粗暴犯,恐喝,,0
2018,アジア州の国,インドネシア,,粗暴犯,恐喝,,0
2018,アジア州の国,スリランカ,,粗暴犯,恐喝,,0
2018,アジア州の国,タイ,,粗暴犯,恐喝,,0
2018,アジア州の国,パキスタン,,粗暴犯,恐喝,,0
2018,アジア州の国,バングラデシュ,,粗暴犯,恐喝,,0
2018,アジア州の国,フィリピン,,粗暴犯,恐喝,,1
2018,アジア州の国,ベトナム,,粗暴犯,恐喝,,0
2018,アジア州の国,マレーシア,,粗暴犯,恐喝,,0
2018,アジア州の国,その他,,粗暴犯,恐喝,,1
2018,ヨーロッパ州の国,イギリス,,粗暴犯,恐喝,,0
2018,ヨーロッパ州の国,イタリア,,粗暴犯,恐喝,,0
2018,ヨーロッパ州の国,ロシア,,粗暴犯,恐喝,,0
2018,ヨーロッパ州の国,ドイツ,,粗暴犯,恐喝,,0
2018,ヨーロッパ州の国,フランス,,粗暴犯,恐喝,,0
2018,ヨーロッパ州の国,その他,,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,アメリカ,軍人,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,アメリカ,軍属,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,アメリカ,その他,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,カナダ,,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,ブラジル,,粗暴犯,恐喝,,0
2018,南北アメリカ州の国,その他,,粗暴犯,恐喝,,2
2018,アフリカ州の国,,,粗暴犯,恐喝,,0
2018,オセアニア州の国,,,粗暴犯,恐喝,,1
2018,無国籍,,,粗暴犯,恐喝,,0
2018,国籍不明,,,粗暴犯,恐喝,,0
2018,アジア州の国,韓国・朝鮮,,窃盗犯,侵入盗,,69
2018,アジア州の国,中国,,窃盗犯,侵入盗,,35
2018,アジア州の国,イラン,,窃盗犯,侵入盗,,1
2018,アジア州の国,インド,,窃盗犯,侵入盗,,0
2018,アジア州の国,インドネシア,,窃盗犯,侵入盗,,3
2018,アジア州の国,スリランカ,,窃盗犯,侵入盗,,1
2018,アジア州の国,タイ,,窃盗犯,侵入盗,,1
2018,アジア州の国,パキスタン,,窃盗犯,侵入盗,,0
2018,アジア州の国,バングラデシュ,,窃盗犯,侵入盗,,2
2018,アジア州の国,フィリピン,,窃盗犯,侵入盗,,14
2018,アジア州の国,ベトナム,,窃盗犯,侵入盗,,31
2018,アジア州の国,マレーシア,,窃盗犯,侵入盗,,0
2018,アジア州の国,その他,,窃盗犯,侵入盗,,14
2018,ヨーロッパ州の国,イギリス,,窃盗犯,侵入盗,,2
2018,ヨーロッパ州の国,イタリア,,窃盗犯,侵入盗,,0
2018,ヨーロッパ州の国,ロシア,,窃盗犯,侵入盗,,6
2018,ヨーロッパ州の国,ドイツ,,窃盗犯,侵入盗,,0
2018,ヨーロッパ州の国,フランス,,窃盗犯,侵入盗,,2
2018,ヨーロッパ州の国,その他,,窃盗犯,侵入盗,,2
2018,南北アメリカ州の国,アメリカ,軍人,窃盗犯,侵入盗,,2
2018,南北アメリカ州の国,アメリカ,軍属,窃盗犯,侵入盗,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,窃盗犯,侵入盗,,4
2018,南北アメリカ州の国,アメリカ,その他,窃盗犯,侵入盗,,2
2018,南北アメリカ州の国,カナダ,,窃盗犯,侵入盗,,0
2018,南北アメリカ州の国,ブラジル,,窃盗犯,侵入盗,,30
2018,南北アメリカ州の国,その他,,窃盗犯,侵入盗,,19
2018,アフリカ州の国,,,窃盗犯,侵入盗,,1
2018,オセアニア州の国,,,窃盗犯,侵入盗,,2
2018,無国籍,,,窃盗犯,侵入盗,,0
2018,国籍不明,,,窃盗犯,侵入盗,,0
2018,アジア州の国,韓国・朝鮮,,知能犯,詐欺,,124
2018,アジア州の国,中国,,知能犯,詐欺,,157
2018,アジア州の国,イラン,,知能犯,詐欺,,0
2018,アジア州の国,インド,,知能犯,詐欺,,2
2018,アジア州の国,インドネシア,,知能犯,詐欺,,3
2018,アジア州の国,スリランカ,,知能犯,詐欺,,5
2018,アジア州の国,タイ,,知能犯,詐欺,,4
2018,アジア州の国,パキスタン,,知能犯,詐欺,,3
2018,アジア州の国,バングラデシュ,,知能犯,詐欺,,1
2018,アジア州の国,フィリピン,,知能犯,詐欺,,38
2018,アジア州の国,ベトナム,,知能犯,詐欺,,35
2018,アジア州の国,マレーシア,,知能犯,詐欺,,55
2018,アジア州の国,その他,,知能犯,詐欺,,11
2018,ヨーロッパ州の国,イギリス,,知能犯,詐欺,,0
2018,ヨーロッパ州の国,イタリア,,知能犯,詐欺,,0
2018,ヨーロッパ州の国,ロシア,,知能犯,詐欺,,0
2018,ヨーロッパ州の国,ドイツ,,知能犯,詐欺,,0
2018,ヨーロッパ州の国,フランス,,知能犯,詐欺,,0
2018,ヨーロッパ州の国,その他,,知能犯,詐欺,,4
2018,南北アメリカ州の国,アメリカ,軍人,知能犯,詐欺,,4
2018,南北アメリカ州の国,アメリカ,軍属,知能犯,詐欺,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,知能犯,詐欺,,1
2018,南北アメリカ州の国,アメリカ,その他,知能犯,詐欺,,1
2018,南北アメリカ州の国,カナダ,,知能犯,詐欺,,1
2018,南北アメリカ州の国,ブラジル,,知能犯,詐欺,,17
2018,南北アメリカ州の国,その他,,知能犯,詐欺,,19
2018,アフリカ州の国,,,知能犯,詐欺,,5
2018,オセアニア州の国,,,知能犯,詐欺,,1
2018,無国籍,,,知能犯,詐欺,,0
2018,国籍不明,,,知能犯,詐欺,,0
2018,アジア州の国,韓国・朝鮮,,知能犯,横領,,7
2018,アジア州の国,中国,,知能犯,横領,,3
2018,アジア州の国,イラン,,知能犯,横領,,0
2018,アジア州の国,インド,,知能犯,横領,,0
2018,アジア州の国,インドネシア,,知能犯,横領,,0
2018,アジア州の国,スリランカ,,知能犯,横領,,0
2018,アジア州の国,タイ,,知能犯,横領,,0
2018,アジア州の国,パキスタン,,知能犯,横領,,0
2018,アジア州の国,バングラデシュ,,知能犯,横領,,0
2018,アジア州の国,フィリピン,,知能犯,横領,,1
2018,アジア州の国,ベトナム,,知能犯,横領,,2
2018,アジア州の国,マレーシア,,知能犯,横領,,0
2018,アジア州の国,その他,,知能犯,横領,,1
2018,ヨーロッパ州の国,イギリス,,知能犯,横領,,0
2018,ヨーロッパ州の国,イタリア,,知能犯,横領,,0
2018,ヨーロッパ州の国,ロシア,,知能犯,横領,,0
2018,ヨーロッパ州の国,ドイツ,,知能犯,横領,,0
2018,ヨーロッパ州の国,フランス,,知能犯,横領,,0
2018,ヨーロッパ州の国,その他,,知能犯,横領,,0
2018,南北アメリカ州の国,アメリカ,軍人,知能犯,横領,,0
2018,南北アメリカ州の国,アメリカ,軍属,知能犯,横領,,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,知能犯,横領,,0
2018,南北アメリカ州の国,アメリカ,その他,知能犯,横領,,0
2018,南北アメリカ州の国,カナダ,,知能犯,横領,,0
2018,南北アメリカ州の国,ブラジル,,知能犯,横領,,2
2018,南北アメリカ州の国,その他,,知能犯,横領,,0
2018,アフリカ州の国,,,知能犯,横領,,0
2018,オセアニア州の国,,,知能犯,横領,,0
2018,無国籍,,,知能犯,横領,,0
2018,国籍不明,,,知能犯,横領,,0
2018,アジア州の国,韓国・朝鮮,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,中国,,知能犯,偽造,通貨偽造,1
2018,アジア州の国,イラン,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,インド,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,インドネシア,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,スリランカ,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,タイ,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,パキスタン,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,バングラデシュ,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,フィリピン,,知能犯,偽造,通貨偽造,2
2018,アジア州の国,ベトナム,,知能犯,偽造,通貨偽造,6
2018,アジア州の国,マレーシア,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,その他,,知能犯,偽造,通貨偽造,0
2018,ヨーロッパ州の国,イギリス,,知能犯,偽造,通貨偽造,0
2018,ヨーロッパ州の国,イタリア,,知能犯,偽造,通貨偽造,0
2018,ヨーロッパ州の国,ロシア,,知能犯,偽造,通貨偽造,0
2018,ヨーロッパ州の国,ドイツ,,知能犯,偽造,通貨偽造,0
2018,ヨーロッパ州の国,フランス,,知能犯,偽造,通貨偽造,0
2018,ヨーロッパ州の国,その他,,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,アメリカ,軍人,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,アメリカ,軍属,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,アメリカ,軍人・軍属の家族,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,アメリカ,その他,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,カナダ,,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,ブラジル,,知能犯,偽造,通貨偽造,0
2018,南北アメリカ州の国,その他,,知能犯,偽造,通貨偽造,0
2018,アフリカ州の国,,,知能犯,偽造,通貨偽造,0
2018,オセアニア州の国,,,知能犯,偽造,通貨偽造,0
2018,無国籍,,,知能犯,偽造,通貨偽造,0
2018,国籍不明,,,知能犯,偽造,通貨偽造,0
2018,アジア州の国,韓国・朝鮮,,知能犯,偽造,文書偽造,17
2018,アジア州の国,中国,,知能犯,偽造,文書偽造,38
2018,アジア州の国,イラン,,知能犯,偽造,文書偽造,1
2018,アジア州の国,インド,,知能犯,偽造,文書偽造,0
2018,アジア州の国,インドネシア,,知能犯,偽造,文書偽造,6
2018,アジア州の国,スリランカ,,知能犯,偽造,文書偽造,0
2018,アジア州の国,タイ,,知能犯,偽造,文書偽造,2
2018,アジア州の国,パキスタン,,知能犯,偽造,文書偽造,2
2018,アジア州の国,バングラデシュ,,知能犯,偽造,文書偽造,0
2018,アジア州の国,フィリピン,,知能犯,偽造,文書偽造,36
