年,州,国籍・地域,属性,罪種00,罪種01,罪種02,検挙人員
2014,アジア州の国,韓国・朝鮮,,凶悪犯,殺人,,12
2014,アジア州の国,中国,,凶悪犯,殺人,,10
2014,アジア州の国,イラン,,凶悪犯,殺人,,0
2014,アジア州の国,インド,,凶悪犯,殺人,,0
2014,アジア州の国,インドネシア,,凶悪犯,殺人,,0
2014,アジア州の国,スリランカ,,凶悪犯,殺人,,0
2014,アジア州の国,タイ,,凶悪犯,殺人,,2
2014,アジア州の国,パキスタン,,凶悪犯,殺人,,1
2014,アジア州の国,バングラデシュ,,凶悪犯,殺人,,0
2014,アジア州の国,フィリピン,,凶悪犯,殺人,,3
2014,アジア州の国,ベトナム,,凶悪犯,殺人,,3
2014,アジア州の国,マレーシア,,凶悪犯,殺人,,0
2014,アジア州の国,その他,,凶悪犯,殺人,,2
2014,ヨーロッパ州の国,イギリス,,凶悪犯,殺人,,0
2014,ヨーロッパ州の国,イタリア,,凶悪犯,殺人,,0
2014,ヨーロッパ州の国,ロシア,,凶悪犯,殺人,,2
2014,ヨーロッパ州の国,ドイツ,,凶悪犯,殺人,,0
2014,ヨーロッパ州の国,フランス,,凶悪犯,殺人,,0
2014,ヨーロッパ州の国,その他,,凶悪犯,殺人,,0
2014,南北アメリカ州の国,アメリカ,軍人,凶悪犯,殺人,,0
2014,南北アメリカ州の国,アメリカ,軍属,凶悪犯,殺人,,0
2014,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,殺人,,0
2014,南北アメリカ州の国,アメリカ,その他,凶悪犯,殺人,,2
2014,南北アメリカ州の国,カナダ,,凶悪犯,殺人,,0
2014,南北アメリカ州の国,ブラジル,,凶悪犯,殺人,,6
2014,南北アメリカ州の国,その他,,凶悪犯,殺人,,3
2014,アフリカ州の国,,,凶悪犯,殺人,,1
2014,オセアニア州の国,,,凶悪犯,殺人,,0
2014,無国籍,,,凶悪犯,殺人,,0
2014,国籍不明,,,凶悪犯,殺人,,0
2014,アジア州の国,韓国・朝鮮,,凶悪犯,強盗,,34
2014,アジア州の国,中国,,凶悪犯,強盗,,22
2014,アジア州の国,イラン,,凶悪犯,強盗,,0
2014,アジア州の国,インド,,凶悪犯,強盗,,0
2014,アジア州の国,インドネシア,,凶悪犯,強盗,,0
2014,アジア州の国,スリランカ,,凶悪犯,強盗,,0
2014,アジア州の国,タイ,,凶悪犯,強盗,,2
2014,アジア州の国,パキスタン,,凶悪犯,強盗,,0
2014,アジア州の国,バングラデシュ,,凶悪犯,強盗,,1
2014,アジア州の国,フィリピン,,凶悪犯,強盗,,5
2014,アジア州の国,ベトナム,,凶悪犯,強盗,,20
2014,アジア州の国,マレーシア,,凶悪犯,強盗,,0
2014,アジア州の国,その他,,凶悪犯,強盗,,2
2014,ヨーロッパ州の国,イギリス,,凶悪犯,強盗,,1
2014,ヨーロッパ州の国,イタリア,,凶悪犯,強盗,,0
2014,ヨーロッパ州の国,ロシア,,凶悪犯,強盗,,1
2014,ヨーロッパ州の国,ドイツ,,凶悪犯,強盗,,2
2014,ヨーロッパ州の国,フランス,,凶悪犯,強盗,,0
2014,ヨーロッパ州の国,その他,,凶悪犯,強盗,,4
2014,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強盗,,0
2014,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強盗,,0
2014,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強盗,,3
2014,南北アメリカ州の国,アメリカ,その他,凶悪犯,強盗,,6
2014,南北アメリカ州の国,カナダ,,凶悪犯,強盗,,1
2014,南北アメリカ州の国,ブラジル,,凶悪犯,強盗,,28
2014,南北アメリカ州の国,その他,,凶悪犯,強盗,,5
2014,アフリカ州の国,,,凶悪犯,強盗,,2
2014,オセアニア州の国,,,凶悪犯,強盗,,0
2014,無国籍,,,凶悪犯,強盗,,1
2014,国籍不明,,,凶悪犯,強盗,,0
2014,アジア州の国,韓国・朝鮮,,凶悪犯,放火,,5
2014,アジア州の国,中国,,凶悪犯,放火,,3
2014,アジア州の国,イラン,,凶悪犯,放火,,0
2014,アジア州の国,インド,,凶悪犯,放火,,0
2014,アジア州の国,インドネシア,,凶悪犯,放火,,0
2014,アジア州の国,スリランカ,,凶悪犯,放火,,0
2014,アジア州の国,タイ,,凶悪犯,放火,,0
2014,アジア州の国,パキスタン,,凶悪犯,放火,,0
2014,アジア州の国,バングラデシュ,,凶悪犯,放火,,0
2014,アジア州の国,フィリピン,,凶悪犯,放火,,1
2014,アジア州の国,ベトナム,,凶悪犯,放火,,0
2014,アジア州の国,マレーシア,,凶悪犯,放火,,0
2014,アジア州の国,その他,,凶悪犯,放火,,1
2014,ヨーロッパ州の国,イギリス,,凶悪犯,放火,,0
2014,ヨーロッパ州の国,イタリア,,凶悪犯,放火,,0
2014,ヨーロッパ州の国,ロシア,,凶悪犯,放火,,0
2014,ヨーロッパ州の国,ドイツ,,凶悪犯,放火,,0
2014,ヨーロッパ州の国,フランス,,凶悪犯,放火,,0
2014,ヨーロッパ州の国,その他,,凶悪犯,放火,,1
2014,南北アメリカ州の国,アメリカ,軍人,凶悪犯,放火,,0
2014,南北アメリカ州の国,アメリカ,軍属,凶悪犯,放火,,0
2014,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,放火,,0
2014,南北アメリカ州の国,アメリカ,その他,凶悪犯,放火,,1
2014,南北アメリカ州の国,カナダ,,凶悪犯,放火,,0
2014,南北アメリカ州の国,ブラジル,,凶悪犯,放火,,0
2014,南北アメリカ州の国,その他,,凶悪犯,放火,,1
2014,アフリカ州の国,,,凶悪犯,放火,,0
2014,オセアニア州の国,,,凶悪犯,放火,,0
2014,無国籍,,,凶悪犯,放火,,0
2014,国籍不明,,,凶悪犯,放火,,0
2014,アジア州の国,韓国・朝鮮,,凶悪犯,強姦,,9
2014,アジア州の国,中国,,凶悪犯,強姦,,5
2014,アジア州の国,イラン,,凶悪犯,強姦,,1
2014,アジア州の国,インド,,凶悪犯,強姦,,0
2014,アジア州の国,インドネシア,,凶悪犯,強姦,,0
2014,アジア州の国,スリランカ,,凶悪犯,強姦,,3
2014,アジア州の国,タイ,,凶悪犯,強姦,,1
2014,アジア州の国,パキスタン,,凶悪犯,強姦,,1
2014,アジア州の国,バングラデシュ,,凶悪犯,強姦,,2
2014,アジア州の国,フィリピン,,凶悪犯,強姦,,4
2014,アジア州の国,ベトナム,,凶悪犯,強姦,,0
2014,アジア州の国,マレーシア,,凶悪犯,強姦,,1
2014,アジア州の国,その他,,凶悪犯,強姦,,5
2014,ヨーロッパ州の国,イギリス,,凶悪犯,強姦,,0
2014,ヨーロッパ州の国,イタリア,,凶悪犯,強姦,,0
2014,ヨーロッパ州の国,ロシア,,凶悪犯,強姦,,0
2014,ヨーロッパ州の国,ドイツ,,凶悪犯,強姦,,0
2014,ヨーロッパ州の国,フランス,,凶悪犯,強姦,,0
2014,ヨーロッパ州の国,その他,,凶悪犯,強姦,,0
2014,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強姦,,2
2014,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強姦,,0
2014,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強姦,,0
2014,南北アメリカ州の国,アメリカ,その他,凶悪犯,強姦,,2
2014,南北アメリカ州の国,カナダ,,凶悪犯,強姦,,0
2014,南北アメリカ州の国,ブラジル,,凶悪犯,強姦,,2
2014,南北アメリカ州の国,その他,,凶悪犯,強姦,,4
2014,アフリカ州の国,,,凶悪犯,強姦,,4
2014,オセアニア州の国,,,凶悪犯,強姦,,1
2014,無国籍,,,凶悪犯,強姦,,0
2014,国籍不明,,,凶悪犯,強姦,,0
2014,アジア州の国,韓国・朝鮮,,粗暴犯,暴行,,314
2014,アジア州の国,中国,,粗暴犯,暴行,,242
2014,アジア州の国,イラン,,粗暴犯,暴行,,13
2014,アジア州の国,インド,,粗暴犯,暴行,,6
2014,アジア州の国,インドネシア,,粗暴犯,暴行,,5
2014,アジア州の国,スリランカ,,粗暴犯,暴行,,12
2014,アジア州の国,タイ,,粗暴犯,暴行,,18
2014,アジア州の国,パキスタン,,粗暴犯,暴行,,15
2014,アジア州の国,バングラデシュ,,粗暴犯,暴行,,6
2014,アジア州の国,フィリピン,,粗暴犯,暴行,,90
2014,アジア州の国,ベトナム,,粗暴犯,暴行,,16
2014,アジア州の国,マレーシア,,粗暴犯,暴行,,2
2014,アジア州の国,その他,,粗暴犯,暴行,,36
2014,ヨーロッパ州の国,イギリス,,粗暴犯,暴行,,10
2014,ヨーロッパ州の国,イタリア,,粗暴犯,暴行,,1
2014,ヨーロッパ州の国,ロシア,,粗暴犯,暴行,,9
2014,ヨーロッパ州の国,ドイツ,,粗暴犯,暴行,,0
2014,ヨーロッパ州の国,フランス,,粗暴犯,暴行,,10
2014,ヨーロッパ州の国,その他,,粗暴犯,暴行,,8
2014,南北アメリカ州の国,アメリカ,軍人,粗暴犯,暴行,,4
2014,南北アメリカ州の国,アメリカ,軍属,粗暴犯,暴行,,1
2014,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,暴行,,0
2014,南北アメリカ州の国,アメリカ,その他,粗暴犯,暴行,,31
