年,州,国籍・地域,属性,罪種00,罪種01,罪種02,検挙人員
2024,アジア州の国,韓国・朝鮮,,凶悪犯,殺人,,11
2024,アジア州の国,中国,,凶悪犯,殺人,,17
2024,アジア州の国,イラン,,凶悪犯,殺人,,3
2024,アジア州の国,インド,,凶悪犯,殺人,,0
2024,アジア州の国,インドネシア,,凶悪犯,殺人,,0
2024,アジア州の国,スリランカ,,凶悪犯,殺人,,1
2024,アジア州の国,タイ,,凶悪犯,殺人,,0
2024,アジア州の国,パキスタン,,凶悪犯,殺人,,0
2024,アジア州の国,バングラデシュ,,凶悪犯,殺人,,2
2024,アジア州の国,フィリピン,,凶悪犯,殺人,,11
2024,アジア州の国,ベトナム,,凶悪犯,殺人,,35
2024,アジア州の国,マレーシア,,凶悪犯,殺人,,0
2024,アジア州の国,その他,,凶悪犯,殺人,,3
2024,ヨーロッパ州の国,イギリス,,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,イタリア,,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,ロシア,,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,ドイツ,,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,フランス,,凶悪犯,殺人,,0
2024,ヨーロッパ州の国,その他,,凶悪犯,殺人,,1
2024,南北アメリカ州の国,アメリカ,軍人,凶悪犯,殺人,,0
2024,南北アメリカ州の国,アメリカ,軍属,凶悪犯,殺人,,0
2024,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,殺人,,1
2024,南北アメリカ州の国,アメリカ,その他,凶悪犯,殺人,,0
2024,南北アメリカ州の国,カナダ,,凶悪犯,殺人,,0
2024,南北アメリカ州の国,ブラジル,,凶悪犯,殺人,,5
2024,南北アメリカ州の国,その他,,凶悪犯,殺人,,1
2024,アフリカ州の国,,,凶悪犯,殺人,,1
2024,オセアニア州の国,,,凶悪犯,殺人,,0
2024,無国籍,,,凶悪犯,殺人,,0
2024,国籍不明,,,凶悪犯,殺人,,0
2024,アジア州の国,韓国・朝鮮,,凶悪犯,強盗,,21
2024,アジア州の国,中国,,凶悪犯,強盗,,47
2024,アジア州の国,イラン,,凶悪犯,強盗,,1
2024,アジア州の国,インド,,凶悪犯,強盗,,0
2024,アジア州の国,インドネシア,,凶悪犯,強盗,,6
2024,アジア州の国,スリランカ,,凶悪犯,強盗,,3
2024,アジア州の国,タイ,,凶悪犯,強盗,,1
2024,アジア州の国,パキスタン,,凶悪犯,強盗,,3
2024,アジア州の国,バングラデシュ,,凶悪犯,強盗,,0
2024,アジア州の国,フィリピン,,凶悪犯,強盗,,6
2024,アジア州の国,ベトナム,,凶悪犯,強盗,,22
2024,アジア州の国,マレーシア,,凶悪犯,強盗,,0
2024,アジア州の国,その他,,凶悪犯,強盗,,7
2024,ヨーロッパ州の国,イギリス,,凶悪犯,強盗,,0
2024,ヨーロッパ州の国,イタリア,,凶悪犯,強盗,,0
2024,ヨーロッパ州の国,ロシア,,凶悪犯,強盗,,2
2024,ヨーロッパ州の国,ドイツ,,凶悪犯,強盗,,0
2024,ヨーロッパ州の国,フランス,,凶悪犯,強盗,,1
2024,ヨーロッパ州の国,その他,,凶悪犯,強盗,,5
2024,南北アメリカ州の国,アメリカ,軍人,凶悪犯,強盗,,3
2024,南北アメリカ州の国,アメリカ,軍属,凶悪犯,強盗,,0
2024,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,強盗,,0
2024,南北アメリカ州の国,アメリカ,その他,凶悪犯,強盗,,5
2024,南北アメリカ州の国,カナダ,,凶悪犯,強盗,,0
2024,南北アメリカ州の国,ブラジル,,凶悪犯,強盗,,20
2024,南北アメリカ州の国,その他,,凶悪犯,強盗,,8
2024,アフリカ州の国,,,凶悪犯,強盗,,5
2024,オセアニア州の国,,,凶悪犯,強盗,,5
2024,無国籍,,,凶悪犯,強盗,,0
2024,国籍不明,,,凶悪犯,強盗,,0
2024,アジア州の国,韓国・朝鮮,,凶悪犯,放火,,6
2024,アジア州の国,中国,,凶悪犯,放火,,2
2024,アジア州の国,イラン,,凶悪犯,放火,,0
2024,アジア州の国,インド,,凶悪犯,放火,,0
2024,アジア州の国,インドネシア,,凶悪犯,放火,,0
2024,アジア州の国,スリランカ,,凶悪犯,放火,,1
2024,アジア州の国,タイ,,凶悪犯,放火,,0
2024,アジア州の国,パキスタン,,凶悪犯,放火,,0
2024,アジア州の国,バングラデシュ,,凶悪犯,放火,,1
2024,アジア州の国,フィリピン,,凶悪犯,放火,,4
2024,アジア州の国,ベトナム,,凶悪犯,放火,,0
2024,アジア州の国,マレーシア,,凶悪犯,放火,,0
2024,アジア州の国,その他,,凶悪犯,放火,,1
2024,ヨーロッパ州の国,イギリス,,凶悪犯,放火,,0
2024,ヨーロッパ州の国,イタリア,,凶悪犯,放火,,0
2024,ヨーロッパ州の国,ロシア,,凶悪犯,放火,,0
2024,ヨーロッパ州の国,ドイツ,,凶悪犯,放火,,0
2024,ヨーロッパ州の国,フランス,,凶悪犯,放火,,0
2024,ヨーロッパ州の国,その他,,凶悪犯,放火,,0
2024,南北アメリカ州の国,アメリカ,軍人,凶悪犯,放火,,0
2024,南北アメリカ州の国,アメリカ,軍属,凶悪犯,放火,,0
2024,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,放火,,0
2024,南北アメリカ州の国,アメリカ,その他,凶悪犯,放火,,2
2024,南北アメリカ州の国,カナダ,,凶悪犯,放火,,1
2024,南北アメリカ州の国,ブラジル,,凶悪犯,放火,,3
2024,南北アメリカ州の国,その他,,凶悪犯,放火,,2
2024,アフリカ州の国,,,凶悪犯,放火,,0
2024,オセアニア州の国,,,凶悪犯,放火,,0
2024,無国籍,,,凶悪犯,放火,,0
2024,国籍不明,,,凶悪犯,放火,,0
2024,アジア州の国,韓国・朝鮮,,凶悪犯,不同意性交等,,19
2024,アジア州の国,中国,,凶悪犯,不同意性交等,,26
2024,アジア州の国,イラン,,凶悪犯,不同意性交等,,1
2024,アジア州の国,インド,,凶悪犯,不同意性交等,,3
2024,アジア州の国,インドネシア,,凶悪犯,不同意性交等,,3
2024,アジア州の国,スリランカ,,凶悪犯,不同意性交等,,8
2024,アジア州の国,タイ,,凶悪犯,不同意性交等,,1
2024,アジア州の国,パキスタン,,凶悪犯,不同意性交等,,6
2024,アジア州の国,バングラデシュ,,凶悪犯,不同意性交等,,5
2024,アジア州の国,フィリピン,,凶悪犯,不同意性交等,,15
2024,アジア州の国,ベトナム,,凶悪犯,不同意性交等,,8
2024,アジア州の国,マレーシア,,凶悪犯,不同意性交等,,0
2024,アジア州の国,その他,,凶悪犯,不同意性交等,,24
2024,ヨーロッパ州の国,イギリス,,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,イタリア,,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,ロシア,,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,ドイツ,,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,フランス,,凶悪犯,不同意性交等,,0
2024,ヨーロッパ州の国,その他,,凶悪犯,不同意性交等,,2
2024,南北アメリカ州の国,アメリカ,軍人,凶悪犯,不同意性交等,,4
2024,南北アメリカ州の国,アメリカ,軍属,凶悪犯,不同意性交等,,0
2024,南北アメリカ州の国,アメリカ,軍人・軍属の家族,凶悪犯,不同意性交等,,0
2024,南北アメリカ州の国,アメリカ,その他,凶悪犯,不同意性交等,,3
2024,南北アメリカ州の国,カナダ,,凶悪犯,不同意性交等,,2
2024,南北アメリカ州の国,ブラジル,,凶悪犯,不同意性交等,,14
2024,南北アメリカ州の国,その他,,凶悪犯,不同意性交等,,8
2024,アフリカ州の国,,,凶悪犯,不同意性交等,,12
2024,オセアニア州の国,,,凶悪犯,不同意性交等,,2
2024,無国籍,,,凶悪犯,不同意性交等,,0
2024,国籍不明,,,凶悪犯,不同意性交等,,0
2024,アジア州の国,韓国・朝鮮,,粗暴犯,暴行,,220
2024,アジア州の国,中国,,粗暴犯,暴行,,291
2024,アジア州の国,イラン,,粗暴犯,暴行,,12
2024,アジア州の国,インド,,粗暴犯,暴行,,10
2024,アジア州の国,インドネシア,,粗暴犯,暴行,,5
2024,アジア州の国,スリランカ,,粗暴犯,暴行,,29
2024,アジア州の国,タイ,,粗暴犯,暴行,,14
2024,アジア州の国,パキスタン,,粗暴犯,暴行,,17
2024,アジア州の国,バングラデシュ,,粗暴犯,暴行,,10
2024,アジア州の国,フィリピン,,粗暴犯,暴行,,101
2024,アジア州の国,ベトナム,,粗暴犯,暴行,,90
2024,アジア州の国,マレーシア,,粗暴犯,暴行,,2
2024,アジア州の国,その他,,粗暴犯,暴行,,114
2024,ヨーロッパ州の国,イギリス,,粗暴犯,暴行,,10
2024,ヨーロッパ州の国,イタリア,,粗暴犯,暴行,,0
2024,ヨーロッパ州の国,ロシア,,粗暴犯,暴行,,10
2024,ヨーロッパ州の国,ドイツ,,粗暴犯,暴行,,0
2024,ヨーロッパ州の国,フランス,,粗暴犯,暴行,,4
2024,ヨーロッパ州の国,その他,,粗暴犯,暴行,,22
2024,南北アメリカ州の国,アメリカ,軍人,粗暴犯,暴行,,12
2024,南北アメリカ州の国,アメリカ,軍属,粗暴犯,暴行,,0
2024,南北アメリカ州の国,アメリカ,軍人・軍属の家族,粗暴犯,暴行,,0
2024,南北アメリカ州の国,アメリカ,その他,粗暴犯,暴行,,30
2024,南北アメリカ州の国,カナダ,,粗暴犯,暴行,,5
2024,南北アメリカ州の国,ブラジル,,粗暴犯,暴行,,120
2024,南北アメリカ州の国,その他,,粗暴犯,暴行,,51
2024,アフリカ州の国,,,粗暴犯,暴行,,22
