年,正規・非正規区分,正規・非正規詳細,在留資格,罪種00,罪種01,罪種02,検挙人員
2018,正規滞在,正規滞在,短期滞在,凶悪犯,殺人,,1
2018,正規滞在,正規滞在,技能実習,凶悪犯,殺人,,6
2018,正規滞在,正規滞在,留学,凶悪犯,殺人,,7
2018,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,殺人,,4
2018,正規滞在,正規滞在,定住者,凶悪犯,殺人,,5
2018,正規滞在,正規滞在,その他,凶悪犯,殺人,,10
2018,不法滞在,不法残留,短期滞在,凶悪犯,殺人,,2
2018,不法滞在,不法残留,技能実習,凶悪犯,殺人,,1
2018,不法滞在,不法残留,その他,凶悪犯,殺人,,2
2018,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,侵入強盗,2
2018,正規滞在,正規滞在,技能実習,凶悪犯,強盗,侵入強盗,1
2018,正規滞在,正規滞在,留学,凶悪犯,強盗,侵入強盗,6
2018,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,侵入強盗,4
2018,正規滞在,正規滞在,定住者,凶悪犯,強盗,侵入強盗,8
2018,正規滞在,正規滞在,その他,凶悪犯,強盗,侵入強盗,4
2018,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,放火,,3
2018,正規滞在,正規滞在,定住者,凶悪犯,放火,,1
2018,正規滞在,正規滞在,短期滞在,凶悪犯,強制性交等,,2
2018,正規滞在,正規滞在,興行,凶悪犯,強制性交等,,1
2018,正規滞在,正規滞在,留学,凶悪犯,強制性交等,,9
2018,正規滞在,正規滞在,研修,凶悪犯,強制性交等,,1
2018,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強制性交等,,5
2018,正規滞在,正規滞在,定住者,凶悪犯,強制性交等,,6
2018,正規滞在,正規滞在,その他,凶悪犯,強制性交等,,9
2018,不法滞在,不法残留,短期滞在,凶悪犯,強制性交等,,1
2018,正規滞在,正規滞在,短期滞在,粗暴犯,,,97
2018,正規滞在,正規滞在,技能実習,粗暴犯,,,62
2018,正規滞在,正規滞在,興行,粗暴犯,,,1
2018,正規滞在,正規滞在,留学,粗暴犯,,,186
2018,正規滞在,正規滞在,研修,粗暴犯,,,1
2018,正規滞在,正規滞在,日本人の配偶者等,粗暴犯,,,220
2018,正規滞在,正規滞在,定住者,粗暴犯,,,347
2018,正規滞在,正規滞在,その他,粗暴犯,,,346
2018,不法滞在,不法入国・上陸,,粗暴犯,,,2
2018,不法滞在,不法在留,,粗暴犯,,,2
2018,不法滞在,不法残留,短期滞在,粗暴犯,,,8
2018,不法滞在,不法残留,技能実習,粗暴犯,,,3
2018,不法滞在,不法残留,興行,粗暴犯,,,1
2018,不法滞在,不法残留,留学,粗暴犯,,,4
2018,不法滞在,不法残留,その他,粗暴犯,,,10
2018,正規滞在,正規滞在,短期滞在,窃盗犯,侵入盗,,20
2018,正規滞在,正規滞在,技能実習,窃盗犯,侵入盗,,10
2018,正規滞在,正規滞在,留学,窃盗犯,侵入盗,,19
2018,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,侵入盗,,9
2018,正規滞在,正規滞在,定住者,窃盗犯,侵入盗,,37
2018,正規滞在,正規滞在,その他,窃盗犯,侵入盗,,23
2018,不法滞在,不法入国・上陸,,窃盗犯,侵入盗,,10
2018,不法滞在,不法在留,,窃盗犯,侵入盗,,3
2018,不法滞在,不法残留,短期滞在,窃盗犯,侵入盗,,7
2018,不法滞在,不法残留,技能実習,窃盗犯,侵入盗,,3
2018,不法滞在,不法残留,留学,窃盗犯,侵入盗,,3
2018,不法滞在,不法残留,その他,窃盗犯,侵入盗,,3
2018,正規滞在,正規滞在,短期滞在,知能犯,,,117
2018,正規滞在,正規滞在,技能実習,知能犯,,,16
2018,正規滞在,正規滞在,留学,知能犯,,,67
2018,正規滞在,正規滞在,日本人の配偶者等,知能犯,,,87
2018,正規滞在,正規滞在,定住者,知能犯,,,50
2018,正規滞在,正規滞在,その他,知能犯,,,83
2018,不法滞在,不法入国・上陸,,知能犯,,,4
2018,不法滞在,不法在留,,知能犯,,,6
2018,不法滞在,不法残留,短期滞在,知能犯,,,7
2018,不法滞在,不法残留,技能実習,知能犯,,,10
2018,不法滞在,不法残留,留学,知能犯,,,10
2018,不法滞在,不法残留,その他,知能犯,,,6
2018,正規滞在,正規滞在,短期滞在,風俗犯,,,13
2018,正規滞在,正規滞在,技能実習,風俗犯,,,6
2018,正規滞在,正規滞在,興行,風俗犯,,,1
2018,正規滞在,正規滞在,留学,風俗犯,,,35
2018,正規滞在,正規滞在,研修,風俗犯,,,1
2018,正規滞在,正規滞在,日本人の配偶者等,風俗犯,,,14
2018,正規滞在,正規滞在,定住者,風俗犯,,,17
2018,正規滞在,正規滞在,その他,風俗犯,,,59
2018,不法滞在,不法残留,短期滞在,風俗犯,,,2
2018,不法滞在,不法残留,留学,風俗犯,,,2
2018,不法滞在,不法残留,その他,風俗犯,,,3
2018,正規滞在,正規滞在,短期滞在,その他の刑法犯,,,106
2018,正規滞在,正規滞在,技能実習,その他の刑法犯,,,96
2018,正規滞在,正規滞在,興行,その他の刑法犯,,,4
2018,正規滞在,正規滞在,留学,その他の刑法犯,,,347
2018,正規滞在,正規滞在,研修,その他の刑法犯,,,3
2018,正規滞在,正規滞在,日本人の配偶者等,その他の刑法犯,,,90
2018,正規滞在,正規滞在,定住者,その他の刑法犯,,,124
2018,正規滞在,正規滞在,その他,その他の刑法犯,,,271
2018,不法滞在,不法入国・上陸,,その他の刑法犯,,,8
2018,不法滞在,不法在留,,その他の刑法犯,,,4
2018,不法滞在,不法残留,短期滞在,その他の刑法犯,,,5
2018,不法滞在,不法残留,技能実習,その他の刑法犯,,,5
2018,不法滞在,不法残留,留学,その他の刑法犯,,,6
2018,不法滞在,不法残留,その他,その他の刑法犯,,,4
2018,正規滞在,正規滞在,短期滞在,凶悪犯,強盗,その他,5
2018,正規滞在,正規滞在,技能実習,凶悪犯,強盗,その他,4
2018,正規滞在,正規滞在,留学,凶悪犯,強盗,その他,8
2018,正規滞在,正規滞在,日本人の配偶者等,凶悪犯,強盗,その他,5
2018,正規滞在,正規滞在,定住者,凶悪犯,強盗,その他,16
2018,正規滞在,正規滞在,その他,凶悪犯,強盗,その他,19
2018,不法滞在,不法在留,,凶悪犯,強盗,その他,4
2018,不法滞在,不法残留,短期滞在,凶悪犯,強盗,その他,1
2018,不法滞在,不法残留,留学,凶悪犯,強盗,その他,5
2018,不法滞在,不法残留,その他,凶悪犯,強盗,その他,3
2018,正規滞在,正規滞在,短期滞在,窃盗犯,その他,,302
2018,正規滞在,正規滞在,技能実習,窃盗犯,その他,,403
2018,正規滞在,正規滞在,興行,窃盗犯,その他,,3
2018,正規滞在,正規滞在,留学,窃盗犯,その他,,462
2018,正規滞在,正規滞在,研修,窃盗犯,その他,,25
2018,正規滞在,正規滞在,日本人の配偶者等,窃盗犯,その他,,240
2018,正規滞在,正規滞在,定住者,窃盗犯,その他,,366
2018,正規滞在,正規滞在,その他,窃盗犯,その他,,540
2018,不法滞在,不法入国・上陸,,窃盗犯,その他,,1
2018,不法滞在,不法在留,,窃盗犯,その他,,19
2018,不法滞在,不法残留,短期滞在,窃盗犯,その他,,23
2018,不法滞在,不法残留,技能実習,窃盗犯,その他,,61
2018,不法滞在,不法残留,留学,窃盗犯,その他,,72
2018,不法滞在,不法残留,研修,窃盗犯,その他,,6
2018,不法滞在,不法残留,その他,窃盗犯,その他,,24
